r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
solitude | good,"HAIL, ever-pleasing Solitude!",o5154-l00075,Companion of the wise and good!,o5154-l00080,/ɒlɪtʃuːd/ | /ʊd/,half-pararhyme,<b>a</b><b>a</b>,pers00020,o5154-w0020
teem | stream, Or the brown Fruit with which the Wood-Lands teem:,o3818-l03815, He knew no Beverage but the flowing Stream;,o3818-l03805,/iːm/ | /iːm/,full,ababb<b>c</b>b<b>c</b>c,pers00020,o3818-w0010
teem | breme, Or the brown Fruit with which the Wood-Lands teem:,o3818-l03815, The same to him glad Summer or the Winter breme. ,o3818-l03820,/iːm/ | /iːm/,full,ababbcb<b>c</b><b>c</b>,pers00020,o3818-w0010
breme | stream, The same to him glad Summer or the Winter breme. ,o3818-l03820, He knew no Beverage but the flowing Stream;,o3818-l03805,/iːm/ | /iːm/,full,ababb<b>c</b>bc<b>c</b>,pers00020,o3818-w0010
breme | teem, The same to him glad Summer or the Winter breme. ,o3818-l03820, Or the brown Fruit with which the Wood-Lands teem:,o3818-l03815,/iːm/ | /iːm/,full,ababbcb<b>c</b><b>c</b>,pers00020,o3818-w0010
care | were,"So pass'd his youthly Morning, void of Care,",o3818-l03825," For him no tender Parents troubled were,",o3818-l03835,/eə/ | /ɜː/,half-pararhyme,<b>a</b>b<b>a</b>bbcbcc,pers00020,o3818-w0010
run | son, Wild as the Colts that through the Commons run:,o3818-l03830," He of the Forest seem'd to be the Son,",o3818-l03840,/ʌn/ | /ʌn/,full,a<b>b</b>a<b>b</b>bcbcc,pers00020,o3818-w0010
run | undone, Wild as the Colts that through the Commons run:,o3818-l03830, And certes had been utterly undone;,o3818-l03845,/ʌn/ | /ʌn/,full,a<b>b</b>ab<b>b</b>cbcc,pers00020,o3818-w0010
run | won, Wild as the Colts that through the Commons run:,o3818-l03830," With all the Gods that love the Rural Wonne,",o3818-l03855,/ʌn/ | /ʌn/,full,a<b>b</b>abbc<b>b</b>cc,pers00020,o3818-w0010
were | care," For him no tender Parents troubled were,",o3818-l03835,"So pass'd his youthly Morning, void of Care,",o3818-l03825,/ɜː/ | /eə/,half-pararhyme,<b>a</b>b<b>a</b>bbcbcc,pers00020,o3818-w0010
son | run," He of the Forest seem'd to be the Son,",o3818-l03840, Wild as the Colts that through the Commons run:,o3818-l03830,/ʌn/ | /ʌn/,full,a<b>b</b>a<b>b</b>bcbcc,pers00020,o3818-w0010
son | undone," He of the Forest seem'd to be the Son,",o3818-l03840, And certes had been utterly undone;,o3818-l03845,/ʌn/ | /ʌn/,full,aba<b>b</b><b>b</b>cbcc,pers00020,o3818-w0010
son | won," He of the Forest seem'd to be the Son,",o3818-l03840," With all the Gods that love the Rural Wonne,",o3818-l03855,/ʌn/ | /ʌn/,full,aba<b>b</b>bc<b>b</b>cc,pers00020,o3818-w0010
undone | run, And certes had been utterly undone;,o3818-l03845, Wild as the Colts that through the Commons run:,o3818-l03830,/ʌn/ | /ʌn/,full,a<b>b</b>ab<b>b</b>cbcc,pers00020,o3818-w0010
undone | son, And certes had been utterly undone;,o3818-l03845," He of the Forest seem'd to be the Son,",o3818-l03840,/ʌn/ | /ʌn/,full,aba<b>b</b><b>b</b>cbcc,pers00020,o3818-w0010
undone | won, And certes had been utterly undone;,o3818-l03845," With all the Gods that love the Rural Wonne,",o3818-l03855,/ʌn/ | /ʌn/,full,abab<b>b</b>c<b>b</b>cc,pers00020,o3818-w0010
took | crook," But that Minerva Pity of him took,",o3818-l03850, That teach to tame the Soil and rule the Crook;,o3818-l03860,/ʊk/ | /ʊk/,full,ababb<b>c</b>b<b>c</b>c,pers00020,o3818-w0010
took | look," But that Minerva Pity of him took,",o3818-l03850, Ne did the sacred Nine disdain a gentle Look. ,o3818-l03865,/ʊk/ | /ʊk/,full,ababb<b>c</b>bc<b>c</b>,pers00020,o3818-w0010
won | run," With all the Gods that love the Rural Wonne,",o3818-l03855, Wild as the Colts that through the Commons run:,o3818-l03830,/ʌn/ | /ʌn/,full,a<b>b</b>abbc<b>b</b>cc,pers00020,o3818-w0010
won | son," With all the Gods that love the Rural Wonne,",o3818-l03855," He of the Forest seem'd to be the Son,",o3818-l03840,/ʌn/ | /ʌn/,full,aba<b>b</b>bc<b>b</b>cc,pers00020,o3818-w0010
won | undone," With all the Gods that love the Rural Wonne,",o3818-l03855, And certes had been utterly undone;,o3818-l03845,/ʌn/ | /ʌn/,full,abab<b>b</b>c<b>b</b>cc,pers00020,o3818-w0010
crook | took, That teach to tame the Soil and rule the Crook;,o3818-l03860," But that Minerva Pity of him took,",o3818-l03850,/ʊk/ | /ʊk/,full,ababb<b>c</b>b<b>c</b>c,pers00020,o3818-w0010
crook | look, That teach to tame the Soil and rule the Crook;,o3818-l03860, Ne did the sacred Nine disdain a gentle Look. ,o3818-l03865,/ʊk/ | /ʊk/,full,ababbcb<b>c</b><b>c</b>,pers00020,o3818-w0010
look | took, Ne did the sacred Nine disdain a gentle Look. ,o3818-l03865," But that Minerva Pity of him took,",o3818-l03850,/ʊk/ | /ʊk/,full,ababb<b>c</b>bc<b>c</b>,pers00020,o3818-w0010
look | crook, Ne did the sacred Nine disdain a gentle Look. ,o3818-l03865, That teach to tame the Soil and rule the Crook;,o3818-l03860,/ʊk/ | /ʊk/,full,ababbcb<b>c</b><b>c</b>,pers00020,o3818-w0010
well | excel,"Of fertile Genius him they nurtur'd well,",o3818-l03870," By which Mankind the thoughtless Brutes excel,",o3818-l03880,/el/ | /el/,full,<b>a</b>b<b>a</b>bbcbcc,pers00020,o3818-w0010
art | impart," In every Science and in every Art,",o3818-l03875," That can or Use, or Joy, or Grace impart,",o3818-l03885,/ɑːt/ | /ɑːt/,full,a<b>b</b>a<b>b</b>bcbcc,pers00020,o3818-w0010
art | heart," In every Science and in every Art,",o3818-l03875, Disclosing all the Powers of Head and Heart. ,o3818-l03890,/ɑːt/ | /ɑːt/,full,a<b>b</b>ab<b>b</b>cbcc,pers00020,o3818-w0010
art | alert," In every Science and in every Art,",o3818-l03875," That brace the Nerves, or make the Limbs alert,",o3818-l03900,/ɑːt/ | /ɜːt/,half-pararhyme,a<b>b</b>abbc<b>b</b>cc,pers00020,o3818-w0010
excel | well," By which Mankind the thoughtless Brutes excel,",o3818-l03880,"Of fertile Genius him they nurtur'd well,",o3818-l03870,/el/ | /el/,full,<b>a</b>b<b>a</b>bbcbcc,pers00020,o3818-w0010
impart | art," That can or Use, or Joy, or Grace impart,",o3818-l03885," In every Science and in every Art,",o3818-l03875,/ɑːt/ | /ɑːt/,full,a<b>b</b>a<b>b</b>bcbcc,pers00020,o3818-w0010
impart | heart," That can or Use, or Joy, or Grace impart,",o3818-l03885, Disclosing all the Powers of Head and Heart. ,o3818-l03890,/ɑːt/ | /ɑːt/,full,aba<b>b</b><b>b</b>cbcc,pers00020,o3818-w0010
impart | alert," That can or Use, or Joy, or Grace impart,",o3818-l03885," That brace the Nerves, or make the Limbs alert,",o3818-l03900,/ɑːt/ | /ɜːt/,half-pararhyme,aba<b>b</b>bc<b>b</b>cc,pers00020,o3818-w0010
heart | art, Disclosing all the Powers of Head and Heart. ,o3818-l03890," In every Science and in every Art,",o3818-l03875,/ɑːt/ | /ɑːt/,full,a<b>b</b>ab<b>b</b>cbcc,pers00020,o3818-w0010
heart | impart, Disclosing all the Powers of Head and Heart. ,o3818-l03890," That can or Use, or Joy, or Grace impart,",o3818-l03885,/ɑːt/ | /ɑːt/,full,aba<b>b</b><b>b</b>cbcc,pers00020,o3818-w0010
heart | alert, Disclosing all the Powers of Head and Heart. ,o3818-l03890," That brace the Nerves, or make the Limbs alert,",o3818-l03900,/ɑːt/ | /ɜːt/,half-pararhyme,abab<b>b</b>c<b>b</b>cc,pers00020,o3818-w0010
spared | hard,"Ne were the goodly Exercises spar'd,",o3818-l03895, And mix elastic Force with Firmness hard:,o3818-l03905,/eəd/ | /ɑːd/,half-pararhyme,ababb<b>c</b>b<b>c</b>c,pers00020,o3818-w0010
spared | compared,"Ne were the goodly Exercises spar'd,",o3818-l03895, Was never Knight on Ground mote be with him compar'd. ,o3818-l03910,/eəd/ | /eəd/,full,ababb<b>c</b>bc<b>c</b>,pers00020,o3818-w0010
alert | art," That brace the Nerves, or make the Limbs alert,",o3818-l03900," In every Science and in every Art,",o3818-l03875,/ɜːt/ | /ɑːt/,half-pararhyme,a<b>b</b>abbc<b>b</b>cc,pers00020,o3818-w0010
alert | impart," That brace the Nerves, or make the Limbs alert,",o3818-l03900," That can or Use, or Joy, or Grace impart,",o3818-l03885,/ɜːt/ | /ɑːt/,half-pararhyme,aba<b>b</b>bc<b>b</b>cc,pers00020,o3818-w0010
alert | heart," That brace the Nerves, or make the Limbs alert,",o3818-l03900, Disclosing all the Powers of Head and Heart. ,o3818-l03890,/ɜːt/ | /ɑːt/,half-pararhyme,abab<b>b</b>c<b>b</b>cc,pers00020,o3818-w0010
hard | spared, And mix elastic Force with Firmness hard:,o3818-l03905,"Ne were the goodly Exercises spar'd,",o3818-l03895,/ɑːd/ | /eəd/,half-pararhyme,ababb<b>c</b>b<b>c</b>c,pers00020,o3818-w0010
hard | compared, And mix elastic Force with Firmness hard:,o3818-l03905, Was never Knight on Ground mote be with him compar'd. ,o3818-l03910,/ɑːd/ | /eəd/,half-pararhyme,ababbcb<b>c</b><b>c</b>,pers00020,o3818-w0010
compared | spared, Was never Knight on Ground mote be with him compar'd. ,o3818-l03910,"Ne were the goodly Exercises spar'd,",o3818-l03895,/eəd/ | /eəd/,full,ababb<b>c</b>bc<b>c</b>,pers00020,o3818-w0010
compared | hard, Was never Knight on Ground mote be with him compar'd. ,o3818-l03910, And mix elastic Force with Firmness hard:,o3818-l03905,/eəd/ | /ɑːd/,half-pararhyme,ababbcb<b>c</b><b>c</b>,pers00020,o3818-w0010
gay | day,"Sometimes, with early Morn, he mounted gay",o3818-l03915, And drew the roseat Breath of orient Day;,o3818-l03925,/eɪ/ | /eɪ/,full,<b>a</b>b<b>a</b>bbcbcc,pers00020,o3818-w0010
dale | vale," The Hunter-steed, exulting o'er the Dale,",o3818-l03920," Sometimes, retiring to the secret Vale,",o3818-l03930,/eɪl/ | /ɑːleɪ/,half-vowelrhyme,a<b>b</b>a<b>b</b>bcbcc,pers00020,o3818-w0010
dale | mail," The Hunter-steed, exulting o'er the Dale,",o3818-l03920," Yclad in Steel and bright with burnish'd Mail,",o3818-l03935,/eɪl/ | /eɪl/,full,a<b>b</b>ab<b>b</b>cbcc,pers00020,o3818-w0010
dale | gale," The Hunter-steed, exulting o'er the Dale,",o3818-l03920," Or darting on the Goal outstrip'd the Gale,",o3818-l03945,/eɪl/ | /eɪl/,full,a<b>b</b>abbc<b>b</b>cc,pers00020,o3818-w0010
day | gay, And drew the roseat Breath of orient Day;,o3818-l03925,"Sometimes, with early Morn, he mounted gay",o3818-l03915,/eɪ/ | /eɪ/,full,<b>a</b>b<b>a</b>bbcbcc,pers00020,o3818-w0010
vale | dale," Sometimes, retiring to the secret Vale,",o3818-l03930," The Hunter-steed, exulting o'er the Dale,",o3818-l03920,/ɑːleɪ/ | /eɪl/,half-vowelrhyme,a<b>b</b>a<b>b</b>bcbcc,pers00020,o3818-w0010
vale | mail," Sometimes, retiring to the secret Vale,",o3818-l03930," Yclad in Steel and bright with burnish'd Mail,",o3818-l03935,/ɑːleɪ/ | /eɪl/,half-vowelrhyme,aba<b>b</b><b>b</b>cbcc,pers00020,o3818-w0010
vale | gale," Sometimes, retiring to the secret Vale,",o3818-l03930," Or darting on the Goal outstrip'd the Gale,",o3818-l03945,/ɑːleɪ/ | /eɪl/,half-vowelrhyme,aba<b>b</b>bc<b>b</b>cc,pers00020,o3818-w0010
mail | dale," Yclad in Steel and bright with burnish'd Mail,",o3818-l03935," The Hunter-steed, exulting o'er the Dale,",o3818-l03920,/eɪl/ | /eɪl/,full,a<b>b</b>ab<b>b</b>cbcc,pers00020,o3818-w0010
mail | vale," Yclad in Steel and bright with burnish'd Mail,",o3818-l03935," Sometimes, retiring to the secret Vale,",o3818-l03930,/eɪl/ | /ɑːleɪ/,half-vowelrhyme,aba<b>b</b><b>b</b>cbcc,pers00020,o3818-w0010
mail | gale," Yclad in Steel and bright with burnish'd Mail,",o3818-l03935," Or darting on the Goal outstrip'd the Gale,",o3818-l03945,/eɪl/ | /eɪl/,full,abab<b>b</b>c<b>b</b>cc,pers00020,o3818-w0010
spear | mid-career," He strain'd the Bow, or toss'd the sounding Spear,",o3818-l03940," Or wheel'd the Chariot in its Mid-Career,",o3818-l03950,/ɪə/ | /ɪə/,full,ababb<b>c</b>b<b>c</b>c,pers00020,o3818-w0010
spear | compeer," He strain'd the Bow, or toss'd the sounding Spear,",o3818-l03940, Or strenuous wrestled hard with many a tough Compeer. ,o3818-l03955,/ɪə/ | /ɒmpɪə/,half-vowelrhyme,ababb<b>c</b>bc<b>c</b>,pers00020,o3818-w0010
gale | dale," Or darting on the Goal outstrip'd the Gale,",o3818-l03945," The Hunter-steed, exulting o'er the Dale,",o3818-l03920,/eɪl/ | /eɪl/,full,a<b>b</b>abbc<b>b</b>cc,pers00020,o3818-w0010
gale | vale," Or darting on the Goal outstrip'd the Gale,",o3818-l03945," Sometimes, retiring to the secret Vale,",o3818-l03930,/eɪl/ | /ɑːleɪ/,half-vowelrhyme,aba<b>b</b>bc<b>b</b>cc,pers00020,o3818-w0010
gale | mail," Or darting on the Goal outstrip'd the Gale,",o3818-l03945," Yclad in Steel and bright with burnish'd Mail,",o3818-l03935,/eɪl/ | /eɪl/,full,abab<b>b</b>c<b>b</b>cc,pers00020,o3818-w0010
mid-career | spear," Or wheel'd the Chariot in its Mid-Career,",o3818-l03950," He strain'd the Bow, or toss'd the sounding Spear,",o3818-l03940,/ɪə/ | /ɪə/,full,ababb<b>c</b>b<b>c</b>c,pers00020,o3818-w0010
mid-career | compeer," Or wheel'd the Chariot in its Mid-Career,",o3818-l03950, Or strenuous wrestled hard with many a tough Compeer. ,o3818-l03955,/ɪə/ | /ɒmpɪə/,half-vowelrhyme,ababbcb<b>c</b><b>c</b>,pers00020,o3818-w0010
compeer | spear, Or strenuous wrestled hard with many a tough Compeer. ,o3818-l03955," He strain'd the Bow, or toss'd the sounding Spear,",o3818-l03940,/ɒmpɪə/ | /ɪə/,half-vowelrhyme,ababb<b>c</b>bc<b>c</b>,pers00020,o3818-w0010
compeer | mid-career, Or strenuous wrestled hard with many a tough Compeer. ,o3818-l03955," Or wheel'd the Chariot in its Mid-Career,",o3818-l03950,/ɒmpɪə/ | /ɪə/,half-vowelrhyme,ababbcb<b>c</b><b>c</b>,pers00020,o3818-w0010
store | floor,"At other Times he pry'd through Nature's Store,",o3818-l03960," Whate'er she hides beneath her verdant Floor,",o3818-l03970,/ɔː/ | /ɔː/,full,<b>a</b>b<b>a</b>bbcbcc,pers00020,o3818-w0010
contains | reigns," Whate'er she in th' Etherial Round contains,",o3818-l03965, The vegetable and the mineral Reigns;,o3818-l03975,/eɪnz/ | /eɪnz/,full,a<b>b</b>a<b>b</b>bcbcc,pers00020,o3818-w0010
contains | domains," Whate'er she in th' Etherial Round contains,",o3818-l03965," Or else he scann'd the Globe, those small Domains,",o3818-l03980,/eɪnz/ | /eɪnz/,full,a<b>b</b>ab<b>b</b>cbcc,pers00020,o3818-w0010
contains | plains," Whate'er she in th' Etherial Round contains,",o3818-l03965," Its Seas, its Floods, its Mountains, and its Plains;",o3818-l03990,/eɪnz/ | /eɪnz/,full,a<b>b</b>abbc<b>b</b>cc,pers00020,o3818-w0010
floor | store," Whate'er she hides beneath her verdant Floor,",o3818-l03970,"At other Times he pry'd through Nature's Store,",o3818-l03960,/ɔː/ | /ɔː/,full,<b>a</b>b<b>a</b>bbcbcc,pers00020,o3818-w0010
reigns | contains, The vegetable and the mineral Reigns;,o3818-l03975," Whate'er she in th' Etherial Round contains,",o3818-l03965,/eɪnz/ | /eɪnz/,full,a<b>b</b>a<b>b</b>bcbcc,pers00020,o3818-w0010
reigns | domains, The vegetable and the mineral Reigns;,o3818-l03975," Or else he scann'd the Globe, those small Domains,",o3818-l03980,/eɪnz/ | /eɪnz/,full,aba<b>b</b><b>b</b>cbcc,pers00020,o3818-w0010
reigns | plains, The vegetable and the mineral Reigns;,o3818-l03975," Its Seas, its Floods, its Mountains, and its Plains;",o3818-l03990,/eɪnz/ | /eɪnz/,full,aba<b>b</b>bc<b>b</b>cc,pers00020,o3818-w0010
domains | contains," Or else he scann'd the Globe, those small Domains,",o3818-l03980," Whate'er she in th' Etherial Round contains,",o3818-l03965,/eɪnz/ | /eɪnz/,full,a<b>b</b>ab<b>b</b>cbcc,pers00020,o3818-w0010
domains | reigns," Or else he scann'd the Globe, those small Domains,",o3818-l03980, The vegetable and the mineral Reigns;,o3818-l03975,/eɪnz/ | /eɪnz/,full,aba<b>b</b><b>b</b>cbcc,pers00020,o3818-w0010
domains | plains," Or else he scann'd the Globe, those small Domains,",o3818-l03980," Its Seas, its Floods, its Mountains, and its Plains;",o3818-l03990,/eɪnz/ | /eɪnz/,full,abab<b>b</b>c<b>b</b>cc,pers00020,o3818-w0010
keep | sleep," Where restless Mortals such a Turmoil keep,",o3818-l03985," But more he search'd the Mind, and rous'd from Sleep",o3818-l03995,/iːp/ | /iːp/,full,ababb<b>c</b>b<b>c</b>c,pers00020,o3818-w0010
keep | reap," Where restless Mortals such a Turmoil keep,",o3818-l03985, Those moral Seeds whence we heroic Actions reap. ,o3818-l04000,/iːp/ | /iːp/,full,ababb<b>c</b>bc<b>c</b>,pers00020,o3818-w0010
plains | contains," Its Seas, its Floods, its Mountains, and its Plains;",o3818-l03990," Whate'er she in th' Etherial Round contains,",o3818-l03965,/eɪnz/ | /eɪnz/,full,a<b>b</b>abbc<b>b</b>cc,pers00020,o3818-w0010
plains | reigns," Its Seas, its Floods, its Mountains, and its Plains;",o3818-l03990, The vegetable and the mineral Reigns;,o3818-l03975,/eɪnz/ | /eɪnz/,full,aba<b>b</b>bc<b>b</b>cc,pers00020,o3818-w0010
plains | domains," Its Seas, its Floods, its Mountains, and its Plains;",o3818-l03990," Or else he scann'd the Globe, those small Domains,",o3818-l03980,/eɪnz/ | /eɪnz/,full,abab<b>b</b>c<b>b</b>cc,pers00020,o3818-w0010
sleep | keep," But more he search'd the Mind, and rous'd from Sleep",o3818-l03995," Where restless Mortals such a Turmoil keep,",o3818-l03985,/iːp/ | /iːp/,full,ababb<b>c</b>b<b>c</b>c,pers00020,o3818-w0010
sleep | reap," But more he search'd the Mind, and rous'd from Sleep",o3818-l03995, Those moral Seeds whence we heroic Actions reap. ,o3818-l04000,/iːp/ | /iːp/,full,ababbcb<b>c</b><b>c</b>,pers00020,o3818-w0010
reap | keep, Those moral Seeds whence we heroic Actions reap. ,o3818-l04000," Where restless Mortals such a Turmoil keep,",o3818-l03985,/iːp/ | /iːp/,full,ababb<b>c</b>bc<b>c</b>,pers00020,o3818-w0010
reap | sleep, Those moral Seeds whence we heroic Actions reap. ,o3818-l04000," But more he search'd the Mind, and rous'd from Sleep",o3818-l03995,/iːp/ | /iːp/,full,ababbcb<b>c</b><b>c</b>,pers00020,o3818-w0010
pursuits | fruits,Nor would he scorn to stoop from high Pursuits,o3818-l04005,Vain is the Tree of Knowledge without Fruits. ,o3818-l04015,/uːts/ | /uːts/,full,<b>a</b>b<b>a</b>bbcbcc,pers00020,o3818-w0010
taught | caught," Of heavenly Truth, and practise what she taught. ",o3818-l04010,"Sometimes in Hand the Spade or Plough he caught,",o3818-l04020,/ɔːt/ | /ɔːt/,full,a<b>b</b>a<b>b</b>bcbcc,pers00020,o3818-w0010
taught | fraught," Of heavenly Truth, and practise what she taught. ",o3818-l04010, Forth-calling all with which boon Earth is fraught;,o3818-l04025,/ɔːt/ | /ɔːt/,full,a<b>b</b>ab<b>b</b>cbcc,pers00020,o3818-w0010
taught | draught," Of heavenly Truth, and practise what she taught. ",o3818-l04010, Or rear'd the Fabrick from the finest Draught;,o3818-l04035,/ɔːt/ | /ɑːft/,half-pararhyme,a<b>b</b>abbc<b>b</b>cc,pers00020,o3818-w0010
fruits | pursuits,Vain is the Tree of Knowledge without Fruits. ,o3818-l04015,Nor would he scorn to stoop from high Pursuits,o3818-l04005,/uːts/ | /uːts/,full,<b>a</b>b<b>a</b>bbcbcc,pers00020,o3818-w0010
caught | taught,"Sometimes in Hand the Spade or Plough he caught,",o3818-l04020," Of heavenly Truth, and practise what she taught. ",o3818-l04010,/ɔːt/ | /ɔːt/,full,a<b>b</b>a<b>b</b>bcbcc,pers00020,o3818-w0010
caught | fraught,"Sometimes in Hand the Spade or Plough he caught,",o3818-l04020, Forth-calling all with which boon Earth is fraught;,o3818-l04025,/ɔːt/ | /ɔːt/,full,aba<b>b</b><b>b</b>cbcc,pers00020,o3818-w0010
caught | draught,"Sometimes in Hand the Spade or Plough he caught,",o3818-l04020, Or rear'd the Fabrick from the finest Draught;,o3818-l04035,/ɔːt/ | /ɑːft/,half-pararhyme,aba<b>b</b>bc<b>b</b>cc,pers00020,o3818-w0010
fraught | taught, Forth-calling all with which boon Earth is fraught;,o3818-l04025," Of heavenly Truth, and practise what she taught. ",o3818-l04010,/ɔːt/ | /ɔːt/,full,a<b>b</b>ab<b>b</b>cbcc,pers00020,o3818-w0010
fraught | caught, Forth-calling all with which boon Earth is fraught;,o3818-l04025,"Sometimes in Hand the Spade or Plough he caught,",o3818-l04020,/ɔːt/ | /ɔːt/,full,aba<b>b</b><b>b</b>cbcc,pers00020,o3818-w0010
fraught | draught, Forth-calling all with which boon Earth is fraught;,o3818-l04025, Or rear'd the Fabrick from the finest Draught;,o3818-l04035,/ɔːt/ | /ɑːft/,half-pararhyme,abab<b>b</b>c<b>b</b>cc,pers00020,o3818-w0010
tool | school," Sometimes he ply'd the strong mechanic Tool,",o3818-l04030," And oft he put himself to Neptune's School,",o3818-l04040,/uːl/ | /uːl/,full,ababb<b>c</b>b<b>c</b>c,pers00020,o3818-w0010
tool | pool," Sometimes he ply'd the strong mechanic Tool,",o3818-l04030, Fighting with Winds and Waves on the vext Ocean Pool. ,o3818-l04045,/uːl/ | /uːl/,full,ababb<b>c</b>bc<b>c</b>,pers00020,o3818-w0010
draught | taught, Or rear'd the Fabrick from the finest Draught;,o3818-l04035," Of heavenly Truth, and practise what she taught. ",o3818-l04010,/ɑːft/ | /ɔːt/,half-pararhyme,a<b>b</b>abbc<b>b</b>cc,pers00020,o3818-w0010
draught | caught, Or rear'd the Fabrick from the finest Draught;,o3818-l04035,"Sometimes in Hand the Spade or Plough he caught,",o3818-l04020,/ɑːft/ | /ɔːt/,half-pararhyme,aba<b>b</b>bc<b>b</b>cc,pers00020,o3818-w0010
draught | fraught, Or rear'd the Fabrick from the finest Draught;,o3818-l04035, Forth-calling all with which boon Earth is fraught;,o3818-l04025,/ɑːft/ | /ɔːt/,half-pararhyme,abab<b>b</b>c<b>b</b>cc,pers00020,o3818-w0010
school | tool," And oft he put himself to Neptune's School,",o3818-l04040," Sometimes he ply'd the strong mechanic Tool,",o3818-l04030,/uːl/ | /uːl/,full,ababb<b>c</b>b<b>c</b>c,pers00020,o3818-w0010
school | pool," And oft he put himself to Neptune's School,",o3818-l04040, Fighting with Winds and Waves on the vext Ocean Pool. ,o3818-l04045,/uːl/ | /uːl/,full,ababbcb<b>c</b><b>c</b>,pers00020,o3818-w0010
pool | tool, Fighting with Winds and Waves on the vext Ocean Pool. ,o3818-l04045," Sometimes he ply'd the strong mechanic Tool,",o3818-l04030,/uːl/ | /uːl/,full,ababb<b>c</b>bc<b>c</b>,pers00020,o3818-w0010
pool | school, Fighting with Winds and Waves on the vext Ocean Pool. ,o3818-l04045," And oft he put himself to Neptune's School,",o3818-l04040,/uːl/ | /uːl/,full,ababbcb<b>c</b><b>c</b>,pers00020,o3818-w0010
tried | vied,"To solace then these rougher Toils, he try'd",o3818-l04050," With Nature his creating Pencil vy'd,",o3818-l04060,/aɪd/ | /aɪd/,full,<b>a</b>b<b>a</b>bbcbcc,pers00020,o3818-w0010
life | strife, To touch the kindling Canvass into Life;,o3818-l04055, With Nature joyous at the mimic Strife:,o3818-l04065,/aɪf/ | /aɪf/,full,a<b>b</b>a<b>b</b>bcbcc,pers00020,o3818-w0010
life | wife, To touch the kindling Canvass into Life;,o3818-l04055," Or, to such Shapes as grac'd Pygmalion's Wife,",o3818-l04070,/aɪf/ | /aɪf/,full,a<b>b</b>ab<b>b</b>cbcc,pers00020,o3818-w0010
life | fife, To touch the kindling Canvass into Life;,o3818-l04055," He rous'd the Trumpet and the martial Fife,",o3818-l04080,/aɪf/ | /aɪf/,full,a<b>b</b>abbc<b>b</b>cc,pers00020,o3818-w0010
vied | tried," With Nature his creating Pencil vy'd,",o3818-l04060,"To solace then these rougher Toils, he try'd",o3818-l04050,/aɪd/ | /aɪd/,full,<b>a</b>b<b>a</b>bbcbcc,pers00020,o3818-w0010
strife | life, With Nature joyous at the mimic Strife:,o3818-l04065, To touch the kindling Canvass into Life;,o3818-l04055,/aɪf/ | /aɪf/,full,a<b>b</b>a<b>b</b>bcbcc,pers00020,o3818-w0010
strife | wife, With Nature joyous at the mimic Strife:,o3818-l04065," Or, to such Shapes as grac'd Pygmalion's Wife,",o3818-l04070,/aɪf/ | /aɪf/,full,aba<b>b</b><b>b</b>cbcc,pers00020,o3818-w0010
strife | fife, With Nature joyous at the mimic Strife:,o3818-l04065," He rous'd the Trumpet and the martial Fife,",o3818-l04080,/aɪf/ | /aɪf/,full,aba<b>b</b>bc<b>b</b>cc,pers00020,o3818-w0010
wife | life," Or, to such Shapes as grac'd Pygmalion's Wife,",o3818-l04070, To touch the kindling Canvass into Life;,o3818-l04055,/aɪf/ | /aɪf/,full,a<b>b</b>ab<b>b</b>cbcc,pers00020,o3818-w0010
wife | strife," Or, to such Shapes as grac'd Pygmalion's Wife,",o3818-l04070, With Nature joyous at the mimic Strife:,o3818-l04065,/aɪf/ | /aɪf/,full,aba<b>b</b><b>b</b>cbcc,pers00020,o3818-w0010
wife | fife," Or, to such Shapes as grac'd Pygmalion's Wife,",o3818-l04070," He rous'd the Trumpet and the martial Fife,",o3818-l04080,/aɪf/ | /aɪf/,full,abab<b>b</b>c<b>b</b>cc,pers00020,o3818-w0010
fire | inspire," He hew'd the Marble; or, with vary'd Fire,",o3818-l04075," Or bad the Lute sweet Tenderness inspire,",o3818-l04085,/æə/ | /æə/,full,ababb<b>c</b>b<b>c</b>c,pers00020,o3818-w0010
fire | lyre," He hew'd the Marble; or, with vary'd Fire,",o3818-l04075, Or Verses fram'd that well might wake Apollo's Lyre. ,o3818-l04090,/æə/ | /aɪə/,half-pararhyme,ababb<b>c</b>bc<b>c</b>,pers00020,o3818-w0010
fife | life," He rous'd the Trumpet and the martial Fife,",o3818-l04080, To touch the kindling Canvass into Life;,o3818-l04055,/aɪf/ | /aɪf/,full,a<b>b</b>abbc<b>b</b>cc,pers00020,o3818-w0010
fife | strife," He rous'd the Trumpet and the martial Fife,",o3818-l04080, With Nature joyous at the mimic Strife:,o3818-l04065,/aɪf/ | /aɪf/,full,aba<b>b</b>bc<b>b</b>cc,pers00020,o3818-w0010
fife | wife," He rous'd the Trumpet and the martial Fife,",o3818-l04080," Or, to such Shapes as grac'd Pygmalion's Wife,",o3818-l04070,/aɪf/ | /aɪf/,full,abab<b>b</b>c<b>b</b>cc,pers00020,o3818-w0010
inspire | fire," Or bad the Lute sweet Tenderness inspire,",o3818-l04085," He hew'd the Marble; or, with vary'd Fire,",o3818-l04075,/æə/ | /æə/,full,ababb<b>c</b>b<b>c</b>c,pers00020,o3818-w0010
