r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
am | name,"PEACE, doubting Heart — my GOD's I am! ",o3900-l17760," The LORD hath call'd me by my Name,",o3900-l17770,/æm/ | /eɪm/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1000
infinite | height, Of Love divinely infinite. ,o3900-l10210," The Breadth, and Length, and Depth, and Height",o3900-l10205,/ɪnfɪnət/ | /aɪt/,half-pararhyme,aabb<b>c</b><b>c</b>,pers00309,o3900-w0570
raise | praise,"Father, I long my Soul to raise",o3900-l10215," And dwell for ever on thy Praise,",o3900-l10220,/eɪz/ | /eɪz/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w0570
praise | raise," And dwell for ever on thy Praise,",o3900-l10220,"Father, I long my Soul to raise",o3900-l10215,/eɪz/ | /eɪz/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w0570
tell | unspeakable," Thy Praise with Glorious Joy to tell,",o3900-l10225, In Extasy unspeakable;,o3900-l10230,/el/ | /iːkəbl/,half-pararhyme,aa<b>b</b><b>b</b>cc,pers00309,o3900-w0570
unspeakable | tell, In Extasy unspeakable;,o3900-l10230," Thy Praise with Glorious Joy to tell,",o3900-l10225,/iːkəbl/ | /el/,half-pararhyme,aa<b>b</b><b>b</b>cc,pers00309,o3900-w0570
know | below," While the Full Pow'r of FAITH I know,",o3900-l10235, And reign triumphant here below. ,o3900-l10240,/əʊ/ | /əʊ/,full,aabb<b>c</b><b>c</b>,pers00309,o3900-w0570
below | know, And reign triumphant here below. ,o3900-l10240," While the Full Pow'r of FAITH I know,",o3900-l10235,/əʊ/ | /əʊ/,full,aabb<b>c</b><b>c</b>,pers00309,o3900-w0570
gospel-word | stirred,"THE Word pronounc'd, the Gospel-Word,",o3900-l22660," In many a Soul the Saviour stir'd,",o3900-l22670,/ɜːd/ | /ɜːd/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w1200
received | believed, The Crowd with various Hearts receiv'd:,o3900-l22665," Three thousand yielded, and believ'd. ",o3900-l22675,/iːvd/ | /iːvd/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w1200
stirred | gospel-word," In many a Soul the Saviour stir'd,",o3900-l22670,"THE Word pronounc'd, the Gospel-Word,",o3900-l22660,/ɜːd/ | /ɜːd/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w1200
believed | received," Three thousand yielded, and believ'd. ",o3900-l22675, The Crowd with various Hearts receiv'd:,o3900-l22665,/iːvd/ | /iːvd/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w1200
led | bread,"These by th' Apostles' Counsels led,",o3900-l22680," Broke the commemorative Bread,",o3900-l22690,/ed/ | /ed/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w1200
combined | declined," With them in mighty Pray'rs combin'd,",o3900-l22685, Nor from the Fellowship declin'd. ,o3900-l22695,/ɒmbaɪnd/ | /aɪnd/,half-vowelrhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w1200
bread | led," Broke the commemorative Bread,",o3900-l22690,"These by th' Apostles' Counsels led,",o3900-l22680,/ed/ | /ed/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w1200
declined | combined, Nor from the Fellowship declin'd. ,o3900-l22695," With them in mighty Pray'rs combin'd,",o3900-l22685,/aɪnd/ | /ɒmbaɪnd/,half-vowelrhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w1200
grace | face,"GOD from above, with ready Grace",o3900-l22700," Trembles the World before their Face,",o3900-l22710,/eɪs/ | /eɪs/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w1200
flock | rock," And Deeds of Wonder, guards his Flock,",o3900-l22705," By JESUS crush'd, their Conqu'ring Rock. ",o3900-l22715,/ɒk/ | /ɒk/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w1200
face | grace," Trembles the World before their Face,",o3900-l22710,"GOD from above, with ready Grace",o3900-l22700,/eɪs/ | /eɪs/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w1200
rock | flock," By JESUS crush'd, their Conqu'ring Rock. ",o3900-l22715," And Deeds of Wonder, guards his Flock,",o3900-l22705,/ɒk/ | /ɒk/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w1200
redeems | esteems,"The happy Band whom CHRIST redeems,",o3900-l22720," None this contentious Earth esteems,",o3900-l22730,/iːmz/ | /iːmz/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w1200
know | below," One only Will, one Judgment know:",o3900-l22725," Distinctions, or Delights below. ",o3900-l22735,/əʊ/ | /əʊ/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w1200
esteems | redeems," None this contentious Earth esteems,",o3900-l22730,"The happy Band whom CHRIST redeems,",o3900-l22720,/iːmz/ | /iːmz/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w1200
below | know," Distinctions, or Delights below. ",o3900-l22735," One only Will, one Judgment know:",o3900-l22725,/əʊ/ | /əʊ/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w1200
possessed | rest,The Men of worldly Wealth possest,o3900-l22740," Sell, and divide it to the rest,",o3900-l22750,/est/ | /est/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w1200
remove | love," Their Selfish Happiness remove,",o3900-l22745, And buy the Blessedness of Love. ,o3900-l22755,/uːv/ | /ʌv/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w1200
rest | possessed," Sell, and divide it to the rest,",o3900-l22750,The Men of worldly Wealth possest,o3900-l22740,/est/ | /est/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w1200
love | remove, And buy the Blessedness of Love. ,o3900-l22755," Their Selfish Happiness remove,",o3900-l22745,/ʌv/ | /uːv/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w1200
god | food,"Thus in the Presence of their GOD,",o3900-l22760, With single Heart they took their Food,o3900-l22770,/ɒd/ | /uːd/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w1200
care | prayer," JESUS their Life, and Heav'n their Care,",o3900-l22765, Heighten'd by Eucharist and Pray'r. ,o3900-l22775,/eə/ | /eɪə/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w1200
food | god, With single Heart they took their Food,o3900-l22770,"Thus in the Presence of their GOD,",o3900-l22760,/uːd/ | /ɒd/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w1200
prayer | care, Heighten'd by Eucharist and Pray'r. ,o3900-l22775," JESUS their Life, and Heav'n their Care,",o3900-l22765,/eɪə/ | /eə/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w1200
praised | raised,GOD in their ev'ry Work was prais'd:,o3900-l22780," Daily the Church, his Arm had rais'd,",o3900-l22790,/eɪzd/ | /eɪzd/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w1200
benign | in, The People bless'd the Law benign:,o3900-l22785, Receiv'd the Sons of Mercy in. ,o3900-l22795,/aɪn/ | /ɪn/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w1200
raised | praised," Daily the Church, his Arm had rais'd,",o3900-l22790,GOD in their ev'ry Work was prais'd:,o3900-l22780,/eɪzd/ | /eɪzd/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w1200
in | benign, Receiv'd the Sons of Mercy in. ,o3900-l22795, The People bless'd the Law benign:,o3900-l22785,/ɪn/ | /aɪn/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w1200
guide | pride,"WElcome, Contempt! Stern, faithful Guide,",o3900-l03235,"Hail pride-sprung Antidote of Pride,",o3900-l03245,/aɪd/ | /aɪd/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
food | good," Unpleasing, healthful Food! ",o3900-l03240, Hail Evil turn'd to Good! ,o3900-l03250,/uːd/ | /ʊd/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
pride | guide,"Hail pride-sprung Antidote of Pride,",o3900-l03245,"WElcome, Contempt! Stern, faithful Guide,",o3900-l03235,/aɪd/ | /aɪd/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
good | food, Hail Evil turn'd to Good! ,o3900-l03250," Unpleasing, healthful Food! ",o3900-l03240,/ʊd/ | /uːd/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
arrayed | speed,Thee when with awful Pomp array'd,o3900-l03255," Perverse they fly with coward Speed,",o3900-l03265,/eɪd/ | /iːd/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
see | thee," Ill-judging Mortals see,",o3900-l03260, To Guilt they fly from Thee. ,o3900-l03270,/iː/ | /iː/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
speed | arrayed," Perverse they fly with coward Speed,",o3900-l03265,Thee when with awful Pomp array'd,o3900-l03255,/iːd/ | /eɪd/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
thee | see, To Guilt they fly from Thee. ,o3900-l03270," Ill-judging Mortals see,",o3900-l03260,/iː/ | /iː/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
stands | bands,Yet if One haply longing stands,o3900-l03275, Ardent from Sin's ensnaring Bands,o3900-l03285,/ændz/ | /ændz/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
part | heart," To choose a Nobler Part,",o3900-l03280, To vindicate his Heart:,o3900-l03290,/ɑːt/ | /ɑːt/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
bands | stands, Ardent from Sin's ensnaring Bands,o3900-l03285,Yet if One haply longing stands,o3900-l03275,/ændz/ | /ændz/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
heart | part, To vindicate his Heart:,o3900-l03290," To choose a Nobler Part,",o3900-l03280,/ɑːt/ | /ɑːt/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
strife | life,"Present to end the doubtful Strife,",o3900-l03295," Confirm'd by Thee, tho' warm in Life,",o3900-l03305,/aɪf/ | /aɪf/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
feel | farewell, Thy Aid he soon shall feel;,o3900-l03300, Bid the vain World farewell. ,o3900-l03310,/iːl/ | /el/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
life | strife," Confirm'd by Thee, tho' warm in Life,",o3900-l03305,"Present to end the doubtful Strife,",o3900-l03295,/aɪf/ | /aɪf/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
farewell | feel, Bid the vain World farewell. ,o3900-l03310, Thy Aid he soon shall feel;,o3900-l03300,/el/ | /iːl/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
way | clay,Thro' Thee he treads the shining Way,o3900-l03315," Shakes off the Frailty of his Clay,",o3900-l03325,/eɪ/ | /eɪ/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
trod | god," That Saints and Martyrs trod,",o3900-l03320, And wings his Soul for GOD. ,o3900-l03330,/ɒd/ | /ɒd/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
clay | way," Shakes off the Frailty of his Clay,",o3900-l03325,Thro' Thee he treads the shining Way,o3900-l03315,/eɪ/ | /eɪ/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
god | trod, And wings his Soul for GOD. ,o3900-l03330," That Saints and Martyrs trod,",o3900-l03320,/ɒd/ | /ɒd/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
more | over,"His Portion Thou, he burns no more,",o3900-l03335," The fierce, distracting Conflict's o'er",o3900-l03345,/ɔː/ | /ɔːə/,half-vowelrhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
please | peace, With fond Desire to please;,o3900-l03340, And all his Thoughts are Peace. ,o3900-l03350,/iːz/ | /iːs/,half-vowelrhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
over | more," The fierce, distracting Conflict's o'er",o3900-l03345,"His Portion Thou, he burns no more,",o3900-l03335,/ɔːə/ | /ɔː/,half-vowelrhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
peace | please, And all his Thoughts are Peace. ,o3900-l03350, With fond Desire to please;,o3900-l03340,/iːs/ | /iːz/,half-vowelrhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
down | crown,"Sent by Almighty Pity down,",o3900-l03355, With glorious Infamy to crown,o3900-l03365,/aʊn/ | /aʊn/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
given | heaven, To Thee alone 'tis giv'n,o3900-l03360, The Favourites of Heav'n. ,o3900-l03370,/ɪvn/ | /evn/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
crown | down, With glorious Infamy to crown,o3900-l03365,"Sent by Almighty Pity down,",o3900-l03355,/aʊn/ | /aʊn/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
heaven | given, The Favourites of Heav'n. ,o3900-l03370, To Thee alone 'tis giv'n,o3900-l03360,/evn/ | /ɪvn/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
made | head,"With Thee Heav'n's Fav'rite Son, when made",o3900-l03375," To Thee he meekly bow'd his Head,",o3900-l03385,/eɪd/ | /ed/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
abide | died," Incarnate, deign'd t' abide;",o3900-l03380," He bow'd his Head, and dy'd. ",o3900-l03390,/aɪd/ | /aɪd/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
head | made," To Thee he meekly bow'd his Head,",o3900-l03385,"With Thee Heav'n's Fav'rite Son, when made",o3900-l03375,/ed/ | /eɪd/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
died | abide," He bow'd his Head, and dy'd. ",o3900-l03390," Incarnate, deign'd t' abide;",o3900-l03380,/aɪd/ | /aɪd/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
decline | mine,"And shall I still the Cup decline,",o3900-l03395, Disdain to make this Portion mine,o3900-l03405,/aɪn/ | /aɪn/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
disesteem | him," His Suff'rings disesteem,",o3900-l03400, When sanctify'd by Him? ,o3900-l03410,/iːm/ | /ɪm/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
mine | decline, Disdain to make this Portion mine,o3900-l03405,"And shall I still the Cup decline,",o3900-l03395,/aɪn/ | /aɪn/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
him | disesteem, When sanctify'd by Him? ,o3900-l03410," His Suff'rings disesteem,",o3900-l03400,/ɪm/ | /iːm/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
undismayed | head,"Or firm thro' Him and undismay'd,",o3900-l03415,"Sharp as the Thorns that tore his Head,",o3900-l03425,/eɪd/ | /ed/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
abide | side, Thy sharpest Darts abide? ,o3900-l03420, The Spear that pierc'd his Side. ,o3900-l03430,/aɪd/ | /aɪd/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
head | undismayed,"Sharp as the Thorns that tore his Head,",o3900-l03425,"Or firm thro' Him and undismay'd,",o3900-l03415,/ed/ | /eɪd/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
side | abide, The Spear that pierc'd his Side. ,o3900-l03430, Thy sharpest Darts abide? ,o3900-l03420,/aɪd/ | /aɪd/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
cast | embraced,"Yes — since with Thee my Lot is cast,",o3900-l03435," Embrace with Joy what He embrac'd,",o3900-l03445,/ɑːst/ | /eɪst/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
decree | thee," I bless my GOD's Decree,",o3900-l03440, And live and die with Thee! ,o3900-l03450,/iː/ | /iː/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
embraced | cast," Embrace with Joy what He embrac'd,",o3900-l03445,"Yes — since with Thee my Lot is cast,",o3900-l03435,/eɪst/ | /ɑːst/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
thee | decree, And live and die with Thee! ,o3900-l03450," I bless my GOD's Decree,",o3900-l03440,/iː/ | /iː/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
host | lost,So when before th' Angelic Host,o3900-l03455," Thy Name shall be in Glory lost,",o3900-l03465,/əʊst/ | /ɒst/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
given | heaven," To each his Lot is giv'n,",o3900-l03460, And Mine be found in Heav'n! ,o3900-l03470,/ɪvn/ | /evn/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
lost | host," Thy Name shall be in Glory lost,",o3900-l03465,So when before th' Angelic Host,o3900-l03455,/ɒst/ | /əʊst/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0170
heaven | given, And Mine be found in Heav'n! ,o3900-l03470," To each his Lot is giv'n,",o3900-l03460,/evn/ | /ɪvn/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0170
rings | kings,HARK how all the Welkin rings,o3900-l24300," ""Glory to the Kings of Kings,",o3900-l24305,/ɪŋz/ | /ɪŋz/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
kings | rings," ""Glory to the Kings of Kings,",o3900-l24305,HARK how all the Welkin rings,o3900-l24300,/ɪŋz/ | /ɪŋz/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
mild | reconciled,""" Peace on Earth, and Mercy mild,",o3900-l24310," ""GOD and Sinners reconcil'd! ",o3900-l24315,/aɪld/ | /eknsaɪld/,half-vowelrhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
reconciled | mild," ""GOD and Sinners reconcil'd! ",o3900-l24315,""" Peace on Earth, and Mercy mild,",o3900-l24310,/eknsaɪld/ | /aɪld/,half-vowelrhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
rise | skies,"Joyful all ye Nations rise,",o3900-l24320," Join the Triumph of the Skies,",o3900-l24325,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
skies | rise," Join the Triumph of the Skies,",o3900-l24325,"Joyful all ye Nations rise,",o3900-l24320,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
say | day, Universal Nature say,o3900-l24330," ""CHRIST the LORD is born to Day! ",o3900-l24335,/eɪ/ | /eɪ/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
day | say," ""CHRIST the LORD is born to Day! ",o3900-l24335, Universal Nature say,o3900-l24330,/eɪ/ | /eɪ/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
adored | lord,"CHRIST, by highest Heav'n ador'd,",o3900-l24340," CHRIST, the Everlasting Lord,",o3900-l24345,/ɔːd/ | /ɔːd/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
lord | adored," CHRIST, the Everlasting Lord,",o3900-l24345,"CHRIST, by highest Heav'n ador'd,",o3900-l24340,/ɔːd/ | /ɔːd/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
come | womb," Late in Time behold him come,",o3900-l24350, Offspring of a Virgin's Womb. ,o3900-l24355,/ʌm/ | /uːm/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
womb | come, Offspring of a Virgin's Womb. ,o3900-l24355," Late in Time behold him come,",o3900-l24350,/uːm/ | /ʌm/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
see | deity,"Veil'd in Flesh, the Godhead see,",o3900-l24360, Hail th' Incarnate Deity! ,o3900-l24365,/iː/ | /eɪɪti/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
deity | see, Hail th' Incarnate Deity! ,o3900-l24365,"Veil'd in Flesh, the Godhead see,",o3900-l24360,/eɪɪti/ | /iː/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
appear | here,Pleas'd as Man with Men t' appear,o3900-l24370," JESUS, our Immanuel here! ",o3900-l24375,/ɪə/ | /ɪə/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
here | appear," JESUS, our Immanuel here! ",o3900-l24375,Pleas'd as Man with Men t' appear,o3900-l24370,/ɪə/ | /ɪə/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
peace | righteousness,Hail the Heav'nly Prince of Peace! ,o3900-l24380,Hail the Sun of Righteousness! ,o3900-l24385,/iːs/ | /aɪtʃəsnəs/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
righteousness | peace,Hail the Sun of Righteousness! ,o3900-l24385,Hail the Heav'nly Prince of Peace! ,o3900-l24380,/aɪtʃəsnəs/ | /iːs/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
brings | wings,"Light and Life to All he brings,",o3900-l24390, Ris'n with Healing in his Wings. ,o3900-l24395,/ɪŋz/ | /ɪŋz/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
wings | brings, Ris'n with Healing in his Wings. ,o3900-l24395,"Light and Life to All he brings,",o3900-l24390,/ɪŋz/ | /ɪŋz/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
by | die,"Mild he lays his Glory by,",o3900-l24400," Born — that Man no more may die,",o3900-l24405,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
die | by," Born — that Man no more may die,",o3900-l24405,"Mild he lays his Glory by,",o3900-l24400,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
earth | birth," Born — to raise the Sons of Earth,",o3900-l24410, Born — to give them Second Birth. ,o3900-l24415,/ɜːθ/ | /ɜːθ/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
birth | earth, Born — to give them Second Birth. ,o3900-l24415," Born — to raise the Sons of Earth,",o3900-l24410,/ɜːθ/ | /ɜːθ/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
come | home,"Come, Desire of Nations, come,",o3900-l24420," Fix in Us thy humble Home,",o3900-l24425,/ʌm/ | /əʊm/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
home | come," Fix in Us thy humble Home,",o3900-l24425,"Come, Desire of Nations, come,",o3900-l24420,/əʊm/ | /ʌm/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
seed | head," Rise, the Woman's Conqu'ring Seed,",o3900-l24430, Bruise in Us the Serpent's Head. ,o3900-l24435,/iːd/ | /ed/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
head | seed, Bruise in Us the Serpent's Head. ,o3900-l24435," Rise, the Woman's Conqu'ring Seed,",o3900-l24430,/ed/ | /iːd/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
power | restore,"Now display thy saving Pow'r,",o3900-l24440," Ruin'd Nature now restore,",o3900-l24445,/aʊə/ | /ɔː/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
restore | power," Ruin'd Nature now restore,",o3900-l24445,"Now display thy saving Pow'r,",o3900-l24440,/ɔː/ | /aʊə/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
join | thine, Now in Mystic Union join,o3900-l24450," Thine to Ours, and Ours to Thine. ",o3900-l24455,/ɔɪn/ | /aɪn/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
thine | join," Thine to Ours, and Ours to Thine. ",o3900-l24455, Now in Mystic Union join,o3900-l24450,/aɪn/ | /ɔɪn/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
efface | place,"Adam's Likeness, LORD, efface,",o3900-l24460," Stamp thy Image in its Place,",o3900-l24465,/eɪs/ | /eɪs/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
place | efface," Stamp thy Image in its Place,",o3900-l24465,"Adam's Likeness, LORD, efface,",o3900-l24460,/eɪs/ | /eɪs/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
above | love," Second Adam from above,",o3900-l24470, Reinstate us in thy Love. ,o3900-l24475,/ʌv/ | /ʌv/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
love | above, Reinstate us in thy Love. ,o3900-l24475," Second Adam from above,",o3900-l24470,/ʌv/ | /ʌv/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
regain | man,"Let us Thee, tho' lost, regain,",o3900-l24480," Thee, the Life, the Inner Man:",o3900-l24485,/eɪn/ | /æn/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
man | regain," Thee, the Life, the Inner Man:",o3900-l24485,"Let us Thee, tho' lost, regain,",o3900-l24480,/æn/ | /eɪn/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1290
impart | heart," O! to All Thyself impart,",o3900-l24490, Form'd in each Believing Heart. ,o3900-l24495,/ɑːt/ | /ɑːt/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1290
