r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
am | name,"PEACE, doubting Heart — my GOD's I am! ",o3900-l17760," The LORD hath call'd me by my Name,",o3900-l17770,/æm/ | /eɪm/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1000
above | love," O take me, seize me from above:",o3900-l09990," Thee Do I feel, for GOD is Love! ",o3900-l10000,/ʌv/ | /ʌv/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0560
art | heart," Thee Do I love, for GOD Thou art;",o3900-l09995,"Prepare, and then possess my Heart,",o3900-l09985,/ɑːt/ | /ɑːt/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0560
love | above," Thee Do I feel, for GOD is Love! ",o3900-l10000," O take me, seize me from above:",o3900-l09990,/ʌv/ | /ʌv/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0560
arise | sacrifice,"ARISE, my Soul, arise",o3900-l19290, Thy Saviour's Sacrifice! ,o3900-l19295,/aɪz/ | /ækrɪfaɪs/,half-vowelrhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
sacrifice | arise, Thy Saviour's Sacrifice! ,o3900-l19295,"ARISE, my Soul, arise",o3900-l19290,/ækrɪfaɪs/ | /aɪz/,half-vowelrhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
find | joined,"All the Names that Love could find,",o3900-l19300," JESUS in Himself has join'd,",o3900-l19310,/aɪnd/ | /ɔɪnd/,half-pararhyme,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
take | make, All the Forms that Love could take,o3900-l19305," Thee, my Soul, his own to make. ",o3900-l19315,/eɪk/ | /eɪk/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
joined | find," JESUS in Himself has join'd,",o3900-l19310,"All the Names that Love could find,",o3900-l19300,/ɔɪnd/ | /aɪnd/,half-pararhyme,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
make | take," Thee, my Soul, his own to make. ",o3900-l19315, All the Forms that Love could take,o3900-l19305,/eɪk/ | /eɪk/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
high | by,"Equal with GOD, most High,",o3900-l19320, He laid his Glory by:,o3900-l19325,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
by | high, He laid his Glory by:,o3900-l19325,"Equal with GOD, most High,",o3900-l19320,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
born | scorn," He, th' Eternal GOD was born,",o3900-l19330," Object of his Creature's Scorn,",o3900-l19340,/ɔːn/ | /ɔːn/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
appear | wear," Man with Men He deign'd t' appear,",o3900-l19335, Pleas'd a Servant's Form to wear. ,o3900-l19345,/ɪə/ | /eə/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
scorn | born," Object of his Creature's Scorn,",o3900-l19340," He, th' Eternal GOD was born,",o3900-l19330,/ɔːn/ | /ɔːn/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
wear | appear, Pleas'd a Servant's Form to wear. ,o3900-l19345," Man with Men He deign'd t' appear,",o3900-l19335,/eə/ | /ɪə/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
lord | word,"Hail Everlasting LORD,",o3900-l19350," Divine, Incarnate Word! ",o3900-l19355,/ɔːd/ | /ɜːd/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
word | lord," Divine, Incarnate Word! ",o3900-l19355,"Hail Everlasting LORD,",o3900-l19350,/ɜːd/ | /ɔːd/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
confess | bless,"Thee let all my Pow'rs confess,",o3900-l19360," Help, ye Angel Choirs, to bless,",o3900-l19370,/es/ | /es/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
proclaim | name, Thee my latest Breath proclaim;,o3900-l19365, Shout the lov'd Immanuel's Name. ,o3900-l19375,/eɪm/ | /eɪm/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
bless | confess," Help, ye Angel Choirs, to bless,",o3900-l19370,"Thee let all my Pow'rs confess,",o3900-l19360,/es/ | /es/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
name | proclaim, Shout the lov'd Immanuel's Name. ,o3900-l19375, Thee my latest Breath proclaim;,o3900-l19365,/eɪm/ | /eɪm/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
womb | come,Fruit of a Virgin's Womb,o3900-l19380, The Promis'd Blessing's come:,o3900-l19385,/uːm/ | /ʌm/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
come | womb, The Promis'd Blessing's come:,o3900-l19385,Fruit of a Virgin's Womb,o3900-l19380,/ʌm/ | /uːm/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
old | foretold," CHRIST the Fathers' Hope of old,",o3900-l19390," CHRIST the Saviour! long foretold,",o3900-l19400,/əʊld/ | /əʊld/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
seed | head," CHRIST the Woman's conq'ring Seed,",o3900-l19395, Born to bruise the Serpent's Head. ,o3900-l19405,/iːd/ | /ed/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
foretold | old," CHRIST the Saviour! long foretold,",o3900-l19400," CHRIST the Fathers' Hope of old,",o3900-l19390,/əʊld/ | /əʊld/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
head | seed, Born to bruise the Serpent's Head. ,o3900-l19405," CHRIST the Woman's conq'ring Seed,",o3900-l19395,/ed/ | /iːd/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
afar | morningstar,Refulgent from afar,o3900-l19410, See the bright Morning-star! ,o3900-l19415,/ɑː/ | /ɑː/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
morningstar | afar, See the bright Morning-star! ,o3900-l19415,Refulgent from afar,o3900-l19410,/ɑː/ | /ɑː/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
high | fly,See the Day-spring from on high,o3900-l19420," Night recedes, the Shadows fly,",o3900-l19430,/aɪ/ | /aɪ/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
rise | skies," Late in deepest Darkness rise,",o3900-l19425, Flame with Day the Op'ning Skies! ,o3900-l19435,/aɪz/ | /aɪz/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
fly | high," Night recedes, the Shadows fly,",o3900-l19430,See the Day-spring from on high,o3900-l19420,/aɪ/ | /aɪ/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
skies | rise, Flame with Day the Op'ning Skies! ,o3900-l19435," Late in deepest Darkness rise,",o3900-l19425,/aɪz/ | /aɪz/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
survey | shechinah,Our Eyes on Earth survey,o3900-l19440, The Dazling Shechinah! ,o3900-l19445,/ɜːveɪ/ | /etʃaɪnə/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
shechinah | survey, The Dazling Shechinah! ,o3900-l19445,Our Eyes on Earth survey,o3900-l19440,/etʃaɪnə/ | /ɜːveɪ/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
bright | light,"Bright, in endless Glory bright",o3900-l19450," GOD of GOD, and Light of Light,",o3900-l19460,/aɪt/ | /aɪt/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
dwell | invisible, Now in Flesh He stoops to dwell,o3900-l19455, Image of th' Invisible. ,o3900-l19465,/el/ | /ɪzəbl/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
light | bright," GOD of GOD, and Light of Light,",o3900-l19460,"Bright, in endless Glory bright",o3900-l19450,/aɪt/ | /aɪt/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
invisible | dwell, Image of th' Invisible. ,o3900-l19465, Now in Flesh He stoops to dwell,o3900-l19455,/ɪzəbl/ | /el/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
adored | lord,He shines on Earth ador'd,o3900-l19470, The Presence of the LORD:,o3900-l19475,/ɔːd/ | /ɔːd/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
lord | adored, The Presence of the LORD:,o3900-l19475,He shines on Earth ador'd,o3900-l19470,/ɔːd/ | /ɔːd/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
true | view," GOD, the mighty GOD and true,",o3900-l19480," Stands display'd to Mortal View,",o3900-l19490,/uː/ | /uː/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
confessed | blessed," GOD by highest Heav'n confest,",o3900-l19485," GOD Supreme, for ever blest. ",o3900-l19495,/est/ | /est/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
view | true," Stands display'd to Mortal View,",o3900-l19490," GOD, the mighty GOD and true,",o3900-l19480,/uː/ | /uː/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
blessed | confessed," GOD Supreme, for ever blest. ",o3900-l19495," GOD by highest Heav'n confest,",o3900-l19485,/est/ | /est/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
bow | thou,JESU! to Thee I bow,o3900-l19500, Th' Almighty's Fellow Thou! ,o3900-l19505,/əʊ/ | /aʊ/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
thou | bow, Th' Almighty's Fellow Thou! ,o3900-l19505,JESU! to Thee I bow,o3900-l19500,/aʊ/ | /əʊ/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
son | alone,"Thou, the Father's Only Son;",o3900-l19510, Just and Holy Thou alone,o3900-l19520,/ʌn/ | /əʊn/,half-pararhyme,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
thee | me," Pleas'd He ever is in Thee,",o3900-l19515, Full of Grace and Truth for Me. ,o3900-l19525,/iː/ | /iː/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
alone | son, Just and Holy Thou alone,o3900-l19520,"Thou, the Father's Only Son;",o3900-l19510,/əʊn/ | /ʌn/,half-pararhyme,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
me | thee, Full of Grace and Truth for Me. ,o3900-l19525," Pleas'd He ever is in Thee,",o3900-l19515,/iː/ | /iː/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
name | am,High above ev'ry Name,o3900-l19530," JESUS, the great I AM! ",o3900-l19535,/eɪm/ | /æm/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
am | name," JESUS, the great I AM! ",o3900-l19535,High above ev'ry Name,o3900-l19530,/æm/ | /eɪm/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
knee | flee,Bows to JESUS ev'ry Knee,o3900-l19540," Saints adore him, Demons flee,",o3900-l19550,/iː/ | /iː/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
hell | feel," Things in Heav'n, and Earth and Hell,",o3900-l19545, Fiends and Men and Angels feel. ,o3900-l19555,/el/ | /iːl/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
flee | knee," Saints adore him, Demons flee,",o3900-l19550,Bows to JESUS ev'ry Knee,o3900-l19540,/iː/ | /iː/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
feel | hell, Fiends and Men and Angels feel. ,o3900-l19555," Things in Heav'n, and Earth and Hell,",o3900-l19545,/iːl/ | /el/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
above | love,He left his Throne above,o3900-l19560," Emptied of all, but Love:",o3900-l19565,/ʌv/ | /ʌv/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
love | above," Emptied of all, but Love:",o3900-l19565,He left his Throne above,o3900-l19560,/ʌv/ | /ʌv/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
contain | man, Whom the Heav'ns cannot contain,o3900-l19570," LORD of Glory, Son of Man,",o3900-l19580,/eɪn/ | /æn/,half-pararhyme,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
appear | here," GOD vouchsaf'd a Worm t' appear,",o3900-l19575," Poor, and vile, and abject here. ",o3900-l19585,/ɪə/ | /ɪə/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
man | contain," LORD of Glory, Son of Man,",o3900-l19580, Whom the Heav'ns cannot contain,o3900-l19570,/æn/ | /eɪn/,half-pararhyme,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
here | appear," Poor, and vile, and abject here. ",o3900-l19585," GOD vouchsaf'd a Worm t' appear,",o3900-l19575,/ɪə/ | /ɪə/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
sought | not,"His own on Earth he sought,",o3900-l19590, His own receiv'd him not:,o3900-l19595,/ɔːt/ | /ɒt/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
not | sought, His own receiv'd him not:,o3900-l19595,"His own on Earth he sought,",o3900-l19590,/ɒt/ | /ɔːt/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
blasphemed | deemed," Him, a Sign by All blasphem'd,",o3900-l19600," Him they all a Madman deem'd,",o3900-l19610,/iːmd/ | /iːmd/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
men | nazarene," Outcast and despis'd of Men,",o3900-l19605, Bold to scoff the Nazarene. ,o3900-l19615,/en/ | /æzəriːn/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
deemed | blasphemed," Him they all a Madman deem'd,",o3900-l19610," Him, a Sign by All blasphem'd,",o3900-l19600,/iːmd/ | /iːmd/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
nazarene | men, Bold to scoff the Nazarene. ,o3900-l19615," Outcast and despis'd of Men,",o3900-l19605,/æzəriːn/ | /en/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
king | sing,Hail Galilean King! ,o3900-l19620,Thy humble State I sing;,o3900-l19625,/ɪŋ/ | /ɪŋ/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
sing | king,Thy humble State I sing;,o3900-l19625,Hail Galilean King! ,o3900-l19620,/ɪŋ/ | /ɪŋ/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
end | friend," Never shall my Triumphs end,",o3900-l19630," JESUS, hail! the Sinner's Friend,",o3900-l19640,/end/ | /end/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
majesty | me," Hail derided Majesty,",o3900-l19635, Friend of Publicans — and Me! ,o3900-l19645,/ædʒəsti/ | /iː/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
friend | end," JESUS, hail! the Sinner's Friend,",o3900-l19640," Never shall my Triumphs end,",o3900-l19630,/end/ | /end/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
me | majesty, Friend of Publicans — and Me! ,o3900-l19645," Hail derided Majesty,",o3900-l19635,/iː/ | /ædʒəsti/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
pain | samaritan,Thine Eye observ'd my Pain,o3900-l19650, Thou Good Samaritan! ,o3900-l19655,/eɪn/ | /ærɪtən/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
samaritan | pain, Thou Good Samaritan! ,o3900-l19655,Thine Eye observ'd my Pain,o3900-l19650,/ærɪtən/ | /eɪn/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
sin | in,"Spoil'd I lay and bruis'd by Sin,",o3900-l19660," Wine and Oil thy Love pour'd in,",o3900-l19670,/ɪn/ | /ɪn/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
soul | whole," Gasp'd my faint, expiring Soul,",o3900-l19665," Clos'd my Wounds, and made me whole. ",o3900-l19675,/əʊl/ | /əʊl/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
in | sin," Wine and Oil thy Love pour'd in,",o3900-l19670,"Spoil'd I lay and bruis'd by Sin,",o3900-l19660,/ɪn/ | /ɪn/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
whole | soul," Clos'd my Wounds, and made me whole. ",o3900-l19675," Gasp'd my faint, expiring Soul,",o3900-l19665,/əʊl/ | /əʊl/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
lord | word,"Hail the Life-giving LORD,",o3900-l19680," Divine, Engrafted Word! ",o3900-l19685,/ɔːd/ | /ɜːd/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
word | lord," Divine, Engrafted Word! ",o3900-l19685,"Hail the Life-giving LORD,",o3900-l19680,/ɜːd/ | /ɔːd/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
found | sound,"Thee the Life my Soul had found,",o3900-l19690," Dead I heard the Quick'ning Sound,",o3900-l19700,/aʊnd/ | /aʊnd/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
proved | loved, Thee the Resurrection prov'd:,o3900-l19695," Own'd thy Voice; Believ'd, and Lov'd! ",o3900-l19705,/uːvd/ | /ʌvd/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
sound | found," Dead I heard the Quick'ning Sound,",o3900-l19700,"Thee the Life my Soul had found,",o3900-l19690,/aʊnd/ | /aʊnd/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
loved | proved," Own'd thy Voice; Believ'd, and Lov'd! ",o3900-l19705, Thee the Resurrection prov'd:,o3900-l19695,/ʌvd/ | /uːvd/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
high | die,With Thee gone up on high,o3900-l19710," I live, no more to die:",o3900-l19715,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
die | high," I live, no more to die:",o3900-l19715,With Thee gone up on high,o3900-l19710,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1050
now | thou," First and Last, I feel Thee now,",o3900-l19720, Alpha and Omega Thou,o3900-l19730,/aʊ/ | /aʊ/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
tomb | come," Witness of thy Empty Tomb,",o3900-l19725," Wast, and Art, and Art to come! ",o3900-l19735,/uːm/ | /ʌm/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
thou | now, Alpha and Omega Thou,o3900-l19730," First and Last, I feel Thee now,",o3900-l19720,/aʊ/ | /aʊ/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1050
come | tomb," Wast, and Art, and Art to come! ",o3900-l19735," Witness of thy Empty Tomb,",o3900-l19725,/ʌm/ | /uːm/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1050
proceeds | needs,"FATHER of Light, from whom proceeds",o3900-l10005," Whate'er thy Ev'ry Creature needs,",o3900-l10010,/əʊsiːdz/ | /iːdz/,half-pararhyme,<b>a</b><b>a</b>bbcc,pers00309,o3900-w0570
needs | proceeds," Whate'er thy Ev'ry Creature needs,",o3900-l10010,"FATHER of Light, from whom proceeds",o3900-l10005,/iːdz/ | /əʊsiːdz/,half-pararhyme,<b>a</b><b>a</b>bbcc,pers00309,o3900-w0570
nigh | cry, Whose Goodness providently nigh,o3900-l10015, Feeds the young Ravens when they cry;,o3900-l10020,/aɪ/ | /aɪ/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w0570
cry | nigh, Feeds the young Ravens when they cry;,o3900-l10020, Whose Goodness providently nigh,o3900-l10015,/aɪ/ | /aɪ/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w0570
prepare | prayer," To Thee I look; my Heart prepare,",o3900-l10025," Suggest, and hearken to my Pray'r. ",o3900-l10030,/eə/ | /eɪə/,half-pararhyme,aabb<b>c</b><b>c</b>,pers00309,o3900-w0570
prayer | prepare," Suggest, and hearken to my Pray'r. ",o3900-l10030," To Thee I look; my Heart prepare,",o3900-l10025,/eɪə/ | /eə/,half-pararhyme,aabb<b>c</b><b>c</b>,pers00309,o3900-w0570
see | thee,Since by Thy Light Myself I see,o3900-l10035," Naked, and poor, and void of Thee,",o3900-l10040,/iː/ | /iː/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w0570
thee | see," Naked, and poor, and void of Thee,",o3900-l10040,Since by Thy Light Myself I see,o3900-l10035,/iː/ | /iː/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w0570
survey | say," Thine Eyes must all my Thoughts survey,",o3900-l10045, Preventing what my Lips would say:,o3900-l10050,/ɜːveɪ/ | /eɪ/,half-vowelrhyme,aa<b>b</b><b>b</b>cc,pers00309,o3900-w0570
say | survey, Preventing what my Lips would say:,o3900-l10050," Thine Eyes must all my Thoughts survey,",o3900-l10045,/eɪ/ | /ɜːveɪ/,half-vowelrhyme,aa<b>b</b><b>b</b>cc,pers00309,o3900-w0570
call | all," Thou seest my Wants; for Help they call,",o3900-l10055," And ere I speak, Thou know'st them all. ",o3900-l10060,/ɔːl/ | /ɔːl/,full,aabb<b>c</b><b>c</b>,pers00309,o3900-w0570
all | call," And ere I speak, Thou know'st them all. ",o3900-l10060," Thou seest my Wants; for Help they call,",o3900-l10055,/ɔːl/ | /ɔːl/,full,aabb<b>c</b><b>c</b>,pers00309,o3900-w0570
mind | blind,Thou know'st the Baseness of my Mind,o3900-l10065," Wayward, and impotent and blind,",o3900-l10070,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w0570
blind | mind," Wayward, and impotent and blind,",o3900-l10070,Thou know'st the Baseness of my Mind,o3900-l10065,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w0570
will | ill," Thou know'st how unsubdu'd my Will,",o3900-l10075," Averse to Good, and prone to Ill:",o3900-l10080,/ɪl/ | /ɪl/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w0570
ill | will," Averse to Good, and prone to Ill:",o3900-l10080," Thou know'st how unsubdu'd my Will,",o3900-l10075,/ɪl/ | /ɪl/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w0570
rove | love," Thou know'st how wide my Passions rove,",o3900-l10085," Nor check'd by Fear, nor charm'd by Love. ",o3900-l10090,/əʊv/ | /ʌv/,half-pararhyme,aabb<b>c</b><b>c</b>,pers00309,o3900-w0570
love | rove," Nor check'd by Fear, nor charm'd by Love. ",o3900-l10090," Thou know'st how wide my Passions rove,",o3900-l10085,/ʌv/ | /əʊv/,half-pararhyme,aabb<b>c</b><b>c</b>,pers00309,o3900-w0570
thee | see,"Fain would I know, as known by Thee,",o3900-l10095, And feel the Indigence I see;,o3900-l10100,/iː/ | /iː/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w0570
see | thee, And feel the Indigence I see;,o3900-l10100,"Fain would I know, as known by Thee,",o3900-l10095,/iː/ | /iː/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w0570
our | groan," Fain would I all my Vileness owr,",o3900-l10105, And deep beneath the Burden groan:,o3900-l10110,/əʊə/ | /əʊn/,half-vowelrhyme,aa<b>b</b><b>b</b>cc,pers00309,o3900-w0570
groan | our, And deep beneath the Burden groan:,o3900-l10110," Fain would I all my Vileness owr,",o3900-l10105,/əʊn/ | /əʊə/,half-vowelrhyme,aa<b>b</b><b>b</b>cc,pers00309,o3900-w0570
within | sin," Abhor the Pride that lurks within,",o3900-l10115, Detest and loath myself and Sin. ,o3900-l10120,/ɪn/ | /ɪn/,full,aabb<b>c</b><b>c</b>,pers00309,o3900-w0570
sin | within, Detest and loath myself and Sin. ,o3900-l10120," Abhor the Pride that lurks within,",o3900-l10115,/ɪn/ | /ɪn/,full,aabb<b>c</b><b>c</b>,pers00309,o3900-w0570
feel | reveal,"Ah give me, LORD, myself to feel,",o3900-l10125, My total Misery reveal:,o3900-l10130,/iːl/ | /iːl/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w0570
reveal | feel, My total Misery reveal:,o3900-l10130,"Ah give me, LORD, myself to feel,",o3900-l10125,/iːl/ | /iːl/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w0570
say | pray," Ah give me, LORD, (I still would say.) ",o3900-l10135,"A Heart to mourn, a Heart to pray;",o3900-l10140,/eɪ/ | /eɪ/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w0570
pray | say,"A Heart to mourn, a Heart to pray;",o3900-l10140," Ah give me, LORD, (I still would say.) ",o3900-l10135,/eɪ/ | /eɪ/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w0570
care | prayer," My Business this, my only Care,",o3900-l10145," My Life, my ev'ry Breath be Pray'r. ",o3900-l10150,/eə/ | /eɪə/,half-pararhyme,aabb<b>c</b><b>c</b>,pers00309,o3900-w0570
prayer | care," My Life, my ev'ry Breath be Pray'r. ",o3900-l10150," My Business this, my only Care,",o3900-l10145,/eɪə/ | /eə/,half-pararhyme,aabb<b>c</b><b>c</b>,pers00309,o3900-w0570
complaint | faint,"Scarce I begin my sad Complaint,",o3900-l10155, When all my warmest Wishes faint;,o3900-l10160,/eɪnt/ | /eɪnt/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w0570
faint | complaint, When all my warmest Wishes faint;,o3900-l10160,"Scarce I begin my sad Complaint,",o3900-l10155,/eɪnt/ | /eɪnt/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w0570
eye | die," Hardly I lift my weeping Eye,",o3900-l10165, When all my kindling Ardors die;,o3900-l10170,/aɪ/ | /aɪ/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w0570
die | eye, When all my kindling Ardors die;,o3900-l10170," Hardly I lift my weeping Eye,",o3900-l10165,/aɪ/ | /aɪ/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w0570
move | love," Nor Hopes nor Fears my Bosom move,",o3900-l10175," For still I cannot, cannot love. ",o3900-l10180,/uːv/ | /ʌv/,half-pararhyme,aabb<b>c</b><b>c</b>,pers00309,o3900-w0570
love | move," For still I cannot, cannot love. ",o3900-l10180," Nor Hopes nor Fears my Bosom move,",o3900-l10175,/ʌv/ | /uːv/,half-pararhyme,aabb<b>c</b><b>c</b>,pers00309,o3900-w0570
heart | art,"Father, I want a thankful Heart;",o3900-l10185," I want to taste how good Thou art,",o3900-l10190,/ɑːt/ | /ɑːt/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w0570
art | heart," I want to taste how good Thou art,",o3900-l10190,"Father, I want a thankful Heart;",o3900-l10185,/ɑːt/ | /ɑːt/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w0570
sea | me," To plunge me in thy Mercy's Sea,",o3900-l10195, And comprehend thy Love to me;,o3900-l10200,/iː/ | /iː/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w0570
me | sea, And comprehend thy Love to me;,o3900-l10200," To plunge me in thy Mercy's Sea,",o3900-l10195,/iː/ | /iː/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w0570
height | infinite," The Breadth, and Length, and Depth, and Height",o3900-l10205, Of Love divinely infinite. ,o3900-l10210,/aɪt/ | /ɪnfɪnət/,half-pararhyme,aabb<b>c</b><b>c</b>,pers00309,o3900-w0570
