r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
powers | bowers,"HITHER, all ye heav'nly pow'rs,",o5153-l11605,From your empyreal bow'rs;,o5153-l11610,/aʊəz/ | /aʊəz/,full,<b>a</b><b>a</b>,pers00024,o5153-w0320
view | pursue,I bring thy modest virtues into view;,o5155-l01005,"The whiles this moral thesis I pursue,",o5155-l00995,/uː/ | /uː/,full,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
store | over,"And proudly boast that from thy precious store,",o5155-l01010,"And trace the plan of goodly Nurture o'er,",o5155-l01000,/ɔː/ | /ɔːə/,half-vowelrhyme,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
store | lore,"And proudly boast that from thy precious store,",o5155-l01010,"Which erst enrich'd my heart, I drew this sacred lore,",o5155-l01015,/ɔː/ | /ɔː/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
lore | over,"Which erst enrich'd my heart, I drew this sacred lore,",o5155-l01015,"And trace the plan of goodly Nurture o'er,",o5155-l01000,/ɔː/ | /ɔːə/,half-vowelrhyme,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
lore | store,"Which erst enrich'd my heart, I drew this sacred lore,",o5155-l01015,"And proudly boast that from thy precious store,",o5155-l01010,/ɔː/ | /ɔː/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
repay | may,"And thus, I ween, thus shall I best repay",o5155-l01020,"If imitating THEE, well as I may,",o5155-l01030,/eɪ/ | /eɪ/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
bestowed | good,"The valued gifts, thy careful love bestow'd;",o5155-l01025,"I labour to diffuse th' important good,",o5155-l01035,/əʊd/ | /ʊd/,half-pararhyme,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
bestowed | understood,"The valued gifts, thy careful love bestow'd;",o5155-l01025,'Till this great truth by all be understood;,o5155-l01040,/əʊd/ | /ʊd/,half-pararhyme,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
bestowed | god,"The valued gifts, thy careful love bestow'd;",o5155-l01025,"""Our parents, friends, our country and our God;",o5155-l01050,/əʊd/ | /ɒd/,half-pararhyme,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
may | repay,"If imitating THEE, well as I may,",o5155-l01030,"And thus, I ween, thus shall I best repay",o5155-l01020,/eɪ/ | /eɪ/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
good | bestowed,"I labour to diffuse th' important good,",o5155-l01035,"The valued gifts, thy careful love bestow'd;",o5155-l01025,/ʊd/ | /əʊd/,half-pararhyme,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
good | understood,"I labour to diffuse th' important good,",o5155-l01035,'Till this great truth by all be understood;,o5155-l01040,/ʊd/ | /ʊd/,full,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
good | god,"I labour to diffuse th' important good,",o5155-l01035,"""Our parents, friends, our country and our God;",o5155-l01050,/ʊd/ | /ɒd/,half-pararhyme,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
understood | bestowed,'Till this great truth by all be understood;,o5155-l01040,"The valued gifts, thy careful love bestow'd;",o5155-l01025,/ʊd/ | /əʊd/,half-pararhyme,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
understood | good,'Till this great truth by all be understood;,o5155-l01040,"I labour to diffuse th' important good,",o5155-l01035,/ʊd/ | /ʊd/,full,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
understood | god,'Till this great truth by all be understood;,o5155-l01040,"""Our parents, friends, our country and our God;",o5155-l01050,/ʊd/ | /ɒd/,half-pararhyme,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
owe | below,"""That all the pious duties which we owe,",o5155-l01045,"""The seeds of every virtue here below,",o5155-l01055,/əʊ/ | /əʊ/,full,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
owe | grow,"""That all the pious duties which we owe,",o5155-l01045,"""From Discipline alone, and early Culture grow.",o5155-l01060,/əʊ/ | /əʊ/,full,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
god | bestowed,"""Our parents, friends, our country and our God;",o5155-l01050,"The valued gifts, thy careful love bestow'd;",o5155-l01025,/ɒd/ | /əʊd/,half-pararhyme,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
god | good,"""Our parents, friends, our country and our God;",o5155-l01050,"I labour to diffuse th' important good,",o5155-l01035,/ɒd/ | /ʊd/,half-pararhyme,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
god | understood,"""Our parents, friends, our country and our God;",o5155-l01050,'Till this great truth by all be understood;,o5155-l01040,/ɒd/ | /ʊd/,half-pararhyme,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
below | owe,"""The seeds of every virtue here below,",o5155-l01055,"""That all the pious duties which we owe,",o5155-l01045,/əʊ/ | /əʊ/,full,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
below | grow,"""The seeds of every virtue here below,",o5155-l01055,"""From Discipline alone, and early Culture grow.",o5155-l01060,/əʊ/ | /əʊ/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
grow | owe,"""From Discipline alone, and early Culture grow.",o5155-l01060,"""That all the pious duties which we owe,",o5155-l01045,/əʊ/ | /əʊ/,full,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
grow | below,"""From Discipline alone, and early Culture grow.",o5155-l01060,"""The seeds of every virtue here below,",o5155-l01055,/əʊ/ | /əʊ/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
deeds | areads,"A Gentle KNIGHT there was, whose noble deeds",o5155-l01085,"For warlike enterprize, and sage areeds",o5155-l01095,/iːdz/ | /æriːdz/,half-vowelrhyme,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
round | renowned,O'er Fairy Land by Fame were blazon'd round:,o5155-l01090,Emong the chief alike was he renown'd;,o5155-l01100,/aʊnd/ | /aʊnd/,full,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
round | crowned,O'er Fairy Land by Fame were blazon'd round:,o5155-l01090,Whence with the marks of highest honours crown'd,o5155-l01105,/aʊnd/ | /aʊnd/,full,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
round | bound,O'er Fairy Land by Fame were blazon'd round:,o5155-l01090,"That port, to which the wise are ever bound,",o5155-l01115,/aʊnd/ | /aʊnd/,full,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
areads | deeds,"For warlike enterprize, and sage areeds",o5155-l01095,"A Gentle KNIGHT there was, whose noble deeds",o5155-l01085,/æriːdz/ | /iːdz/,half-vowelrhyme,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
renowned | round,Emong the chief alike was he renown'd;,o5155-l01100,O'er Fairy Land by Fame were blazon'd round:,o5155-l01090,/aʊnd/ | /aʊnd/,full,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
renowned | crowned,Emong the chief alike was he renown'd;,o5155-l01100,Whence with the marks of highest honours crown'd,o5155-l01105,/aʊnd/ | /aʊnd/,full,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
renowned | bound,Emong the chief alike was he renown'd;,o5155-l01100,"That port, to which the wise are ever bound,",o5155-l01115,/aʊnd/ | /aʊnd/,full,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
crowned | round,Whence with the marks of highest honours crown'd,o5155-l01105,O'er Fairy Land by Fame were blazon'd round:,o5155-l01090,/aʊnd/ | /aʊnd/,full,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
crowned | renowned,Whence with the marks of highest honours crown'd,o5155-l01105,Emong the chief alike was he renown'd;,o5155-l01100,/aʊnd/ | /aʊnd/,full,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
crowned | bound,Whence with the marks of highest honours crown'd,o5155-l01105,"That port, to which the wise are ever bound,",o5155-l01115,/aʊnd/ | /aʊnd/,full,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
peace | seas,"By GLORIANA, in domestick peace,",o5155-l01110,"He anchor'd was, and chang'd the tossing seas",o5155-l01120,/iːs/ | /iːz/,half-vowelrhyme,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
peace | ease,"By GLORIANA, in domestick peace,",o5155-l01110,"Of bustling busy life, for calm sequester'd ease.",o5155-l01125,/iːs/ | /iːz/,half-vowelrhyme,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
bound | round,"That port, to which the wise are ever bound,",o5155-l01115,O'er Fairy Land by Fame were blazon'd round:,o5155-l01090,/aʊnd/ | /aʊnd/,full,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
bound | renowned,"That port, to which the wise are ever bound,",o5155-l01115,Emong the chief alike was he renown'd;,o5155-l01100,/aʊnd/ | /aʊnd/,full,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
bound | crowned,"That port, to which the wise are ever bound,",o5155-l01115,Whence with the marks of highest honours crown'd,o5155-l01105,/aʊnd/ | /aʊnd/,full,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
seas | peace,"He anchor'd was, and chang'd the tossing seas",o5155-l01120,"By GLORIANA, in domestick peace,",o5155-l01110,/iːz/ | /iːs/,half-vowelrhyme,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
seas | ease,"He anchor'd was, and chang'd the tossing seas",o5155-l01120,"Of bustling busy life, for calm sequester'd ease.",o5155-l01125,/iːz/ | /iːz/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
ease | peace,"Of bustling busy life, for calm sequester'd ease.",o5155-l01125,"By GLORIANA, in domestick peace,",o5155-l01110,/iːz/ | /iːs/,half-vowelrhyme,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
ease | seas,"Of bustling busy life, for calm sequester'd ease.",o5155-l01125,"He anchor'd was, and chang'd the tossing seas",o5155-l01120,/iːz/ | /iːz/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
great | state,There in domestick virtue rich and great,o5155-l01130,"Long in primaeval patriarchal state,",o5155-l01140,/eɪt/ | /eɪt/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
domain | plain,"As erst in publick, 'mid his wide domain,",o5155-l01135,"The lord, the judge, the father of the plain,",o5155-l01145,/eɪn/ | /eɪn/,full,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
domain | chain,"As erst in publick, 'mid his wide domain,",o5155-l01135,"He dwelt; and with him, in the golden chain",o5155-l01150,/eɪn/ | /eɪn/,full,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
domain | pain,"As erst in publick, 'mid his wide domain,",o5155-l01135,"Aye dwelt; sweet partner of his joy and pain,",o5155-l01160,/eɪn/ | /eɪn/,full,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
state | great,"Long in primaeval patriarchal state,",o5155-l01140,There in domestick virtue rich and great,o5155-l01130,/eɪt/ | /eɪt/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
plain | domain,"The lord, the judge, the father of the plain,",o5155-l01145,"As erst in publick, 'mid his wide domain,",o5155-l01135,/eɪn/ | /eɪn/,full,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
plain | chain,"The lord, the judge, the father of the plain,",o5155-l01145,"He dwelt; and with him, in the golden chain",o5155-l01150,/eɪn/ | /eɪn/,full,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
plain | pain,"The lord, the judge, the father of the plain,",o5155-l01145,"Aye dwelt; sweet partner of his joy and pain,",o5155-l01160,/eɪn/ | /eɪn/,full,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
chain | domain,"He dwelt; and with him, in the golden chain",o5155-l01150,"As erst in publick, 'mid his wide domain,",o5155-l01135,/eɪn/ | /eɪn/,full,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
chain | plain,"He dwelt; and with him, in the golden chain",o5155-l01150,"The lord, the judge, the father of the plain,",o5155-l01145,/eɪn/ | /eɪn/,full,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
chain | pain,"He dwelt; and with him, in the golden chain",o5155-l01150,"Aye dwelt; sweet partner of his joy and pain,",o5155-l01160,/eɪn/ | /eɪn/,full,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
sage | age,"Of wedded faith y-link'd, a matron sage",o5155-l01155,"Sweet charmer of his youth, friend of his age,",o5155-l01165,/eɪdʒ/ | /eɪdʒ/,full,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
sage | assuage,"Of wedded faith y-link'd, a matron sage",o5155-l01155,"Skill'd to improve his bliss, his sorrows to assuage.",o5155-l01170,/eɪdʒ/ | /eɪdʒ/,full,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
pain | domain,"Aye dwelt; sweet partner of his joy and pain,",o5155-l01160,"As erst in publick, 'mid his wide domain,",o5155-l01135,/eɪn/ | /eɪn/,full,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
pain | plain,"Aye dwelt; sweet partner of his joy and pain,",o5155-l01160,"The lord, the judge, the father of the plain,",o5155-l01145,/eɪn/ | /eɪn/,full,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
pain | chain,"Aye dwelt; sweet partner of his joy and pain,",o5155-l01160,"He dwelt; and with him, in the golden chain",o5155-l01150,/eɪn/ | /eɪn/,full,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
age | sage,"Sweet charmer of his youth, friend of his age,",o5155-l01165,"Of wedded faith y-link'd, a matron sage",o5155-l01155,/eɪdʒ/ | /eɪdʒ/,full,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
age | assuage,"Sweet charmer of his youth, friend of his age,",o5155-l01165,"Skill'd to improve his bliss, his sorrows to assuage.",o5155-l01170,/eɪdʒ/ | /eɪdʒ/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
assuage | sage,"Skill'd to improve his bliss, his sorrows to assuage.",o5155-l01170,"Of wedded faith y-link'd, a matron sage",o5155-l01155,/eɪdʒ/ | /eɪdʒ/,full,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
assuage | age,"Skill'd to improve his bliss, his sorrows to assuage.",o5155-l01170,"Sweet charmer of his youth, friend of his age,",o5155-l01165,/eɪdʒ/ | /eɪdʒ/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
gain | train,"From this fair union, not of sordid gain,",o5155-l01175,"True source of lineal virtue, sprung a train",o5155-l01185,/eɪn/ | /eɪn/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
love | grove,"But merit similar and mutual love,",o5155-l01180,"Of youths and virgins; like the beauteous grove,",o5155-l01190,/ʌv/ | /əʊv/,half-pararhyme,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
love | jove,"But merit similar and mutual love,",o5155-l01180,"Which round the temple of Olympick Jove,",o5155-l01195,/ʌv/ | /əʊv/,half-pararhyme,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
love | wove,"But merit similar and mutual love,",o5155-l01180,The sacred olive; whence old Elis wove,o5155-l01205,/ʌv/ | /əʊv/,half-pararhyme,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
train | gain,"True source of lineal virtue, sprung a train",o5155-l01185,"From this fair union, not of sordid gain,",o5155-l01175,/eɪn/ | /eɪn/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
grove | love,"Of youths and virgins; like the beauteous grove,",o5155-l01190,"But merit similar and mutual love,",o5155-l01180,/əʊv/ | /ʌv/,half-pararhyme,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
grove | jove,"Of youths and virgins; like the beauteous grove,",o5155-l01190,"Which round the temple of Olympick Jove,",o5155-l01195,/əʊv/ | /əʊv/,full,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
grove | wove,"Of youths and virgins; like the beauteous grove,",o5155-l01190,The sacred olive; whence old Elis wove,o5155-l01205,/əʊv/ | /əʊv/,full,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
jove | love,"Which round the temple of Olympick Jove,",o5155-l01195,"But merit similar and mutual love,",o5155-l01180,/əʊv/ | /ʌv/,half-pararhyme,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
jove | grove,"Which round the temple of Olympick Jove,",o5155-l01195,"Of youths and virgins; like the beauteous grove,",o5155-l01190,/əʊv/ | /əʊv/,full,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
jove | wove,"Which round the temple of Olympick Jove,",o5155-l01195,The sacred olive; whence old Elis wove,o5155-l01205,/əʊv/ | /əʊv/,full,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
tree | victory,"Begirt with youthful bloom the parent tree,",o5155-l01200,"Her verdant crowns of peaceful victory,",o5155-l01210,/iː/ | /ɪktri/,half-pararhyme,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
tree | activity,"Begirt with youthful bloom the parent tree,",o5155-l01200,"The guerdons of bold strength, and swift activity.",o5155-l01215,/iː/ | /ɪvəti/,half-pararhyme,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
wove | love,The sacred olive; whence old Elis wove,o5155-l01205,"But merit similar and mutual love,",o5155-l01180,/əʊv/ | /ʌv/,half-pararhyme,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
wove | grove,The sacred olive; whence old Elis wove,o5155-l01205,"Of youths and virgins; like the beauteous grove,",o5155-l01190,/əʊv/ | /əʊv/,full,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
wove | jove,The sacred olive; whence old Elis wove,o5155-l01205,"Which round the temple of Olympick Jove,",o5155-l01195,/əʊv/ | /əʊv/,full,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
victory | tree,"Her verdant crowns of peaceful victory,",o5155-l01210,"Begirt with youthful bloom the parent tree,",o5155-l01200,/ɪktri/ | /iː/,half-pararhyme,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
victory | activity,"Her verdant crowns of peaceful victory,",o5155-l01210,"The guerdons of bold strength, and swift activity.",o5155-l01215,/ɪktri/ | /ɪvəti/,half-vowelrhyme,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
activity | tree,"The guerdons of bold strength, and swift activity.",o5155-l01215,"Begirt with youthful bloom the parent tree,",o5155-l01200,/ɪvəti/ | /iː/,half-pararhyme,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
activity | victory,"The guerdons of bold strength, and swift activity.",o5155-l01215,"Her verdant crowns of peaceful victory,",o5155-l01210,/ɪvəti/ | /ɪktri/,half-vowelrhyme,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
rose | disclose,So round their noble parents goodly rose,o5155-l01220,"Still, as the swelling passions 'gan disclose",o5155-l01230,/əʊz/ | /əʊz/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
care | prepare,These generous scyons: they with watchful care,o5155-l01225,"The buds of future virtues, did prepare",o5155-l01235,/eə/ | /eə/,full,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
care | rear,These generous scyons: they with watchful care,o5155-l01225,With prudent culture the young shoots to rear:,o5155-l01240,/eə/ | /ɪə/,half-pararhyme,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
care | were,These generous scyons: they with watchful care,o5155-l01225,"They by a Palmer sage instructed were,",o5155-l01250,/eə/ | /ɜː/,half-pararhyme,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
disclose | rose,"Still, as the swelling passions 'gan disclose",o5155-l01230,So round their noble parents goodly rose,o5155-l01220,/əʊz/ | /əʊz/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
prepare | care,"The buds of future virtues, did prepare",o5155-l01235,These generous scyons: they with watchful care,o5155-l01225,/eə/ | /eə/,full,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
prepare | rear,"The buds of future virtues, did prepare",o5155-l01235,With prudent culture the young shoots to rear:,o5155-l01240,/eə/ | /ɪə/,half-pararhyme,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
prepare | were,"The buds of future virtues, did prepare",o5155-l01235,"They by a Palmer sage instructed were,",o5155-l01250,/eə/ | /ɜː/,half-pararhyme,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
rear | care,With prudent culture the young shoots to rear:,o5155-l01240,These generous scyons: they with watchful care,o5155-l01225,/ɪə/ | /eə/,half-pararhyme,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
rear | prepare,With prudent culture the young shoots to rear:,o5155-l01240,"The buds of future virtues, did prepare",o5155-l01235,/ɪə/ | /eə/,half-pararhyme,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
rear | were,With prudent culture the young shoots to rear:,o5155-l01240,"They by a Palmer sage instructed were,",o5155-l01250,/ɪə/ | /ɜː/,half-pararhyme,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
toil | erewhile,And aye in this endearing pious toil,o5155-l01245,Who from deep thought and studious search erewhile,o5155-l01255,/ɔɪl/ | /aɪl/,half-pararhyme,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
toil | soil,And aye in this endearing pious toil,o5155-l01245,"Had learnt to mend the heart, and till the human soil.",o5155-l01260,/ɔɪl/ | /ɔɪl/,full,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
were | care,"They by a Palmer sage instructed were,",o5155-l01250,These generous scyons: they with watchful care,o5155-l01225,/ɜː/ | /eə/,half-pararhyme,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
were | prepare,"They by a Palmer sage instructed were,",o5155-l01250,"The buds of future virtues, did prepare",o5155-l01235,/ɜː/ | /eə/,half-pararhyme,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
were | rear,"They by a Palmer sage instructed were,",o5155-l01250,With prudent culture the young shoots to rear:,o5155-l01240,/ɜː/ | /ɪə/,half-pararhyme,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
erewhile | toil,Who from deep thought and studious search erewhile,o5155-l01255,And aye in this endearing pious toil,o5155-l01245,/aɪl/ | /ɔɪl/,half-pararhyme,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
erewhile | soil,Who from deep thought and studious search erewhile,o5155-l01255,"Had learnt to mend the heart, and till the human soil.",o5155-l01260,/aɪl/ | /ɔɪl/,half-pararhyme,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
soil | toil,"Had learnt to mend the heart, and till the human soil.",o5155-l01260,And aye in this endearing pious toil,o5155-l01245,/ɔɪl/ | /ɔɪl/,full,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
soil | erewhile,"Had learnt to mend the heart, and till the human soil.",o5155-l01260,Who from deep thought and studious search erewhile,o5155-l01255,/ɔɪl/ | /aɪl/,half-pararhyme,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
led | stead,For by coelestial Wisdom whilom led,o5155-l01265,"He view'd the secret stores, and mark'd the sted",o5155-l01275,/ed/ | /ed/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
mind | assigned,"Through all th' apartments of th' immortal mind,",o5155-l01270,"To judgment, wit, and memory assign'd;",o5155-l01280,/aɪnd/ | /aɪnd/,full,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
mind | joined,"Through all th' apartments of th' immortal mind,",o5155-l01270,And how sensation and reflection join'd,o5155-l01285,/aɪnd/ | /ɔɪnd/,half-pararhyme,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
mind | combined,"Through all th' apartments of th' immortal mind,",o5155-l01270,"Where variously disjointed or combin'd,",o5155-l01295,/aɪnd/ | /ɒmbaɪnd/,half-vowelrhyme,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
stead | led,"He view'd the secret stores, and mark'd the sted",o5155-l01275,For by coelestial Wisdom whilom led,o5155-l01265,/ed/ | /ed/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
assigned | mind,"To judgment, wit, and memory assign'd;",o5155-l01280,"Through all th' apartments of th' immortal mind,",o5155-l01270,/aɪnd/ | /aɪnd/,full,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
assigned | joined,"To judgment, wit, and memory assign'd;",o5155-l01280,And how sensation and reflection join'd,o5155-l01285,/aɪnd/ | /ɔɪnd/,half-pararhyme,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
assigned | combined,"To judgment, wit, and memory assign'd;",o5155-l01280,"Where variously disjointed or combin'd,",o5155-l01295,/aɪnd/ | /ɒmbaɪnd/,half-vowelrhyme,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
joined | mind,And how sensation and reflection join'd,o5155-l01285,"Through all th' apartments of th' immortal mind,",o5155-l01270,/ɔɪnd/ | /aɪnd/,half-pararhyme,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
joined | assigned,And how sensation and reflection join'd,o5155-l01285,"To judgment, wit, and memory assign'd;",o5155-l01280,/ɔɪnd/ | /aɪnd/,half-pararhyme,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
joined | combined,And how sensation and reflection join'd,o5155-l01285,"Where variously disjointed or combin'd,",o5155-l01295,/ɔɪnd/ | /ɒmbaɪnd/,half-pararhyme,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
grotte | wrought,"To fill with images her darksome grotte,",o5155-l01290,"As reason, fancy, or opinion wrought,",o5155-l01300,/ɒt/ | /ɔːt/,half-pararhyme,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
grotte | thought,"To fill with images her darksome grotte,",o5155-l01290,"Their various masks they play'd, and fed her pensive thought.",o5155-l01305,/ɒt/ | /ɔːt/,half-pararhyme,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
combined | mind,"Where variously disjointed or combin'd,",o5155-l01295,"Through all th' apartments of th' immortal mind,",o5155-l01270,/ɒmbaɪnd/ | /aɪnd/,half-vowelrhyme,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
combined | assigned,"Where variously disjointed or combin'd,",o5155-l01295,"To judgment, wit, and memory assign'd;",o5155-l01280,/ɒmbaɪnd/ | /aɪnd/,half-vowelrhyme,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
combined | joined,"Where variously disjointed or combin'd,",o5155-l01295,And how sensation and reflection join'd,o5155-l01285,/ɒmbaɪnd/ | /ɔɪnd/,half-pararhyme,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
wrought | grotte,"As reason, fancy, or opinion wrought,",o5155-l01300,"To fill with images her darksome grotte,",o5155-l01290,/ɔːt/ | /ɒt/,half-pararhyme,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
wrought | thought,"As reason, fancy, or opinion wrought,",o5155-l01300,"Their various masks they play'd, and fed her pensive thought.",o5155-l01305,/ɔːt/ | /ɔːt/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
thought | grotte,"Their various masks they play'd, and fed her pensive thought.",o5155-l01305,"To fill with images her darksome grotte,",o5155-l01290,/ɔːt/ | /ɒt/,half-pararhyme,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
