poem_id,aut_id,foottype,footnums,stanza,spos,syllab,form,met,rhyme,nlines
o4987-w0600,pers00178,iamb,pentameter,couplet,pair,10,,-+|-+|-+|-+|-+/,aa,90
o3900-w1190,pers00309,trochee,tetrameter,quatrain,pair,8.8.8.8,hymn,+-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/,aabb,32
o3900-w0270,pers00311,iamb,tetrameter,quatrain,intermittent,8.6.8.6,hymn,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,32
bjb18-w0710,pers00287,iamb,tetrameter,octet,pair,8.8.8.8.8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabbccdd,24
oat77-w0090,pers00344,iamb,tetrameter,couplet,pair,8,,-+|-+|-+|-+/,aa,21
o3555-w0230,pers00149,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,44
pba35-w1230,pers00087,iamb,tetrameter,quatrain,cross,8.8.8.8,address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,20
bah18-w0480,pers00281,iamb,tetrameter,quatrain,cross,8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,16
glb19-w0040,pers00352,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbacddcefefef,14
o5153-w0030,pers00030,iamb,pentameter,,,10,blankverse|panegyric,-+|-+|-+|-+|-+/,,167
o5154-w0280,pers00112,iamb,pentameter,couplet,pair,10,heroiccouplet|epistle,-+|-+|-+|-+|-+/,aa,54
bed98-w0710,pers00340,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,hymn,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,20
n22cs-w0510,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbacaacdedeff,14
o5280-w0290,pers00277,trochee,tetrameter,,pair,8,,+-|+-|+-|+-/,aa,12
o5156-w0210,pers00035,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ballad|chevy-chase,-+|-+|-+|-+/          -+|-+|-+/         -+|-+|-+|-+/          -+|-+|-+/,abab,16
o5154-w0610,pers00049,iamb,pentameter,couplet,pair,10,heroiccouplet|satire,-+|-+|-+|-+|-+/,aa,178
bed98-w0380,pers00340,iamb,tetrameter,quatrain,cross,8.7.8.7,sonnet,(-)+|-+|-+|-+|-/ (-)+|-+|-+|-+/ (-)+|-+|-+|-+|-/ (-)+|-+|-+|-+/,abab,24
n22cs-w0180,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefefgg,14
o5156-w0680,pers00066,iamb,pentameter,,,10,blankverse|psalm,-+|-+|-+|-+|-+/,,140
o4986-w0100,pers00194,iamb,pentameter,couplet,pair,10,address,-+|-+|-+|-+|-+/,aa,66
o5089-w0070,pers00186,iamb,pentameter,ten-line,,10,narrative|imitation|translation|paraphrase,-+|-+|-+|-+|-+/,ababcdcdee,200
oau90-w0220,pers00350,iamb,tetrameter|trimeter,,,,song,irregular,ababcdcdeee,33
o4984-w0190,pers00168,iamb,pentameter,quatrain,,10.10.10.10,heroicquatrain|elegy,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,144
o5125-w0670,pers00154,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,65
o4784-w0160,pers00268,iamb,trimeter|tetrameter|pentameter,,,,ode|pindaric,irregular,irregular,150
o4986-w0590,pers00029,iamb,tetrameter,quatrain,cross,8.8.8.8,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,40
o4984-w0500,pers00241,iamb,pentameter,couplet,pair,10,heroiccouplet|narrative,-+|-+|-+|-+|-+/,aa,272
pik94-w0010,pers00327,iamb,pentameter,couplet,pair,10,heroiccouplet|lament,-+|-+|-+|-+|-+/,aa,58
bhw18-w0030,pers00276,iamb,tetrameter|trimeter,octet,,,ode,irregular,abbacdcdeffeghghjjkkllmm,96
o4039-w0170,pers00288,iamb,pentameter,couplet,pair,10,heroiccouplet|narrative,-+|-+|-+|-+|-+/,aa,38
o5155-w0110,pers00106,iamb,pentameter,couplet,pair,10,heroiccouplet|epistle|imitation,-+|-+|-+|-+|-+/,aa,108
peh89-w0020,pers00324,anapaest,tetrameter,couplet,pair,12,occasional,--+|--+|--+|--+/,aa,62
o3794-w0320,pers00270;pers00269,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,translation,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,36
o5157-w0180,pers00028,iamb,pentameter,,,10,blankverse|epistle,-+|-+|-+|-+|-+/,,100
o3776-w0050,pers00047,iamb,tetrameter,,pair,8,ode,-+|-+|-+|-+/,aa,160
o4672-w0080,pers00292,iamb,tetrameter,quatrain,cross,8.8.8.8,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,24
ojg27-w0390,pers00303,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,30
o5155-w0580,pers00051,iamb,tetrameter|pentameter,quatrain,cross,8.8.10.10,ode,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/,abab,32
ilc21-w0010,pers00215,iamb,tetrameter|pentameter,,,10,blankverse,-+|-+|-+|-+|-+/,,26
pba35-w0920,pers00087,iamb,tetrameter|trimeter,sestet|sestarima,,8.6.8.6.8.8,occasional,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,ababcc,6
pse03-w0030,pers00272,iamb,pentameter,couplet,pair,10,heroiccouplet|occasional,-+|-+|-+|-+|-+/,aa,53
par19-w0210,pers00351,iamb,pentameter,,cross,10,,-+|-+|-+|-+|-+/,abab,32
bsb18-w0840,pers00280,iamb,tetrameter|trimeter,quatrain,intermittent,8.6.8.6,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,24
o4672-w0410,pers00292,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,address,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,20
pmp18-w0520,pers00314,iamb,tetrameter,quatrain,cross,8.8.8.8,imitation,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,8
o5157-w0510,pers00072,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/,aabccb,30
o3318-w0010,pers00296,iamb,pentameter,couplet,pair,10,heroiccouplet|occasional,-+|-+|-+|-+|-+/,aa,89
o5125-w0480,pers00154,iamb,pentameter,couplet,pair,10,heroiccouplet|pastoral,-+|-+|-+|-+|-+/,aa,80
o4784-w0390,pers00268,trochee,tetrameter,couplet,pair,8,fragment,+-|+-|+-|+-/,aa,41
o4986-w0760,pers00213,iamb,tetrameter,couplet,pair,8,ode,-+|-+|-+|-+/,aa,28
o4741-w0340,pers00091,iamb,pentameter,couplet,pair,10,heroiccouplet|occasional|address,-+|-+|-+|-+|-+/,aa,46
o5089-w0610,pers00170,anapaest,dimeter|trimeter,sestet,tail,6.6.9.6.6.9,song,--+|--+/ --+|--+/ --+|--+|--+/ --+|--+/ --+|--+/ --+|--+|--+/,aabccb,90
oau90-w0440,pers00350,iamb,tetrameter|trimeter,,,,song,irregular,irregular,47
bse96-w0080,pers00282,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbaabbacddccd,14
o5156-w0810,pers00131,iamb,tetrameter,couplet,pair,8,address,-+|-+|-+|-+/,aa,107
o5089-w0280,pers00188,iamb,tetrameter|pentameter|hexameter,,,,ode,irregular,irregular,78
o5125-w0010,pers00154,iamb,pentameter,couplet,pair,10,heroiccouplet|fable,-+|-+|-+|-+|-+/,aa,135
o4784-w0700,pers00268,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,16
o5153-w0802,pers00119,trochee,tetrameter,quatrain|octet,pair,7,epigram,+-|+-|+-|+/,aa,12
o4984-w0360,pers00085,iamb,pentameter,quatrain,cross,10.10.10.10,heroicquatrain|address,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,28
pcc86-w0150,pers00323,iamb,tetrameter|trimeter,triplet,,8.8.6,pastoral,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aax,18
pmt18-w0021,pers00320,iamb,pentameter|hexameter,nine-line,cross,10.10.10.10.10.10.10.10.12,narrative,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+|-+/,ababcdcdd,486
pjo50-w0140,pers00273,iamb,tetrameter,couplet,pair,8,occasional,-+|-+|-+|-+/,aa,67
ojg27-w0160,pers00303,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,46
o5155-w0770,pers00113,iamb,tetrameter|trimeter,octet,cross,8.6.8.6.8.6.8.6,song|pastoral,-+|-+|-+|-+/         -+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/,ababcdcd,32
o4198-w0230,pers00288,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,20
o5152-w0150,pers00001,iamb,pentameter,couplet,pair,10,heroiccouplet|epistle,-+|-+|-+|-+|-+/,aa,81
o4672-w0270,pers00292,iamb,tetrameter,quatrain,cross,8.8.8.8,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,28
clc03-w0170,pers00349,iamb,pentameter,couplet,pair,10,,-+|-+|-+|-+|-+/,aa,636
pmp18-w0340,pers00314,iamb,tetrameter,couplet,pair,8,riddle,-+|-+|-+|-+/,aa,48
o4987-w0890,pers00224,anapaest,trimeter,quatrain,cross,9.9.9.9,song,--+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/,abab,44
pro75-w0140,pers00271,iamb,tetrameter,sestet,pair,8.8.8.8.8.8,occasional,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabbcc,54
o5157-w0370,pers00035,iamb,tetrameter,quatrain,cross,8.8.8.8,,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/,abab,28
o3900-w0080,pers00310,iamb,tetrameter,quatrain,pair,8.8.8.8,hymn|translation,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabb,24
o5153-w0805,pers00119,trochee,tetrameter,quatrain,pair,7.7.7.8,epigram,+-|+-|+-|+/      +-|+-|+-|+/      +-|+-|+-|+/      -+|-+|-+|-+/,aabb,4
bsb18-w0240,pers00280,iamb,tetrameter,couplet,pair,8,epistle,-+|-+|-+|-+/,aa,260
o3900-w1360,pers00309,iamb,tetrameter,quatrain,cross,8.6.8.6,hymn,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,16
o4985-w0460,pers00049,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,42
pba35-w0320,pers00087,iamb,tetrameter,couplet,pair,8,hymn,-+|-+|-+|-+/,aa,12
o5454-w0230,pers00292,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,16
bjl92-w0450,pers00338,iamb,tetrameter|dimeter,nine-line,cross,8.7.8.7.8.7.8.7.4,occasional,-+|-+|-+|-+/ -+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-/ -+|-+/,ababcdcdx,81
oat77-w0260,pers00344,iamb,,couplet,pair,,ode,irregular,aa,18
o4987-w0060,pers00057,iamb,tetrameter,couplet,pair,10,elegy,-+|-+|-+|-+|-+/,aa,84
bmb97-w0090,pers00315,anapaest,tetrameter,sestet,pair,12.12.12.12.12.12,ode,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/,aabbcc,12
bjb18-w0170,pers00287,iamb,pentameter,couplet,pair,10,heroiccouplet|occasional|eulogy,-+|-+|-+|-+|-+/,aa,160
o4103-w0020,pers00254,iamb,pentameter|tetrameter|hexameter|trimeter,,,,ode,irregular,irregular,60
ppo24-w0170,pers00257,iamb,trimeter|tetrameter|pentameter,,,,pindaric|essay|ode,irregular,irregular,226
pmc36-w0150,pers00325,iamb,tetrameter,couplet,pair,8,wish,-+|-+|-+|-+/,aa,53
glb19-w0620,pers00352,iamb,pentameter,,,10,blankverse|address,-+|-+|-+|-+|-+/,,13
o5153-w0650,pers00147,iamb,pentameter,couplet,pair,10,heroiccouplet|epistle,-+|-+|-+|-+|-+/,aa,166
bed98-w0170,pers00340,iamb,tetrameter,quatrain,pair,8.8.8.8,address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabb,44
n22cs-w0370,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefgefg,14
tpc26-w0010,pers00353,iamb,tetrameter|trimeter,quatrain,intermittent,8.6.8.6,allegory,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,144
o5346-w0050,pers00174,iamb,tetrameter,couplet,pair,8,imitation,-+|-+|-+|-+/,aa,64
o5156-w0470,pers00028,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,30
o5247-w0020,pers00295,iamb,tetrameter,couplet,pair,8,narrative,-+|-+|-+|-+/,aa,66
o5154-w0070,pers00022,iamb,pentameter,nine-line,,10.10.10.10.10.10.10.10.12,alexandrine|spenser|imitation,-+|-+|-+|-+|-+/          -+|-+|-+|-+|-+/          -+|-+|-+|-+|-+/          -+|-+|-+|-+|-+/          -+|-+|-+|-+|-+/          -+|-+|-+|-+|-+/          -+|-+|-+|-+|-+/          -+|-+|-+|-+|-+/          -+|-+|-+|-+|-+|-+/,ababbcbcc,459
pma99-w0350,pers00306,iamb,tetrameter|trimeter,quatrain,intermittent,8.6.8.6,imitation,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,24
o5280-w0060,pers00277,iamb,pentameter,couplet,pair,10,heroiccouplet|epitaph,-+|-+|-+|-+|-+/,aa,14
o5156-w1040,pers00133,anapaest,tetrameter,sestet,pair,12.12.12.12.12.12,epigram,--+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/,aabbcc,6
ayo19-w0060,pers00267,iamb,pentameter,,,10,blankverse|meditation|graveyard,-+|-+|-+|-+|-+/,,819
o3364-w0010,pers00205,,,,,,burlesque|satire|epistle,,,1608
o5280-w0320,pers00277,iamb,pentameter,couplet,pair,10,occasional,-+|-+|-+|-+|-+/,aa,20
o4986-w0840,pers00239,iamb,pentameter,couplet,pair,10,heroiccouplet|prologue,-+|-+|-+|-+|-+/,aa,26
o5154-w0330,pers00112,iamb,pentameter,couplet,pair,10,heroiccouplet|essay|address,-+|-+|-+|-+|-+/,aa,199
o5153-w0180,pers00030,iamb,tetrameter|trimeter,octet,cross,8.6.8.6.8.6.8.6,epigram,-+|-+|-+|-+/     -+|-+|-+/     -+|-+|-+|-+/     -+|-+|-+/     -+|-+|-+|-+/     -+|-+|-+/     -+|-+|-+|-+/     -+|-+|-+/,ababcdcd,8
pma99-w0010,pers00306,iamb,pentameter,quatrain,cross,10.10.10.10,dreamvision,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,48
o5156-w0730,pers00045,iamb,tetrameter,couplet,pair,8,,-+|-+|-+|-+/,aa,174
o4784-w0820,pers00268,iamb,tetrameter|trimeter,sestet,,8.8.8.8.8.8,paraphrase,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,ababcc,24
n22cs-w0030,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbacddcefefgg,14
psw11-w0110,pers00148,iamb,pentameter,couplet,pair,10,georgic,-+|-+|-+|-+|-+/,aa,18
bed98-w0230,pers00340,iamb,tetrameter,quatrain,intermittent,9.8.9.8,address,-+|-+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-+|-/ -+|-+|-+|-+/,xaxa,52
o5153-w0510,pers00038,iamb,tetrameter,couplet,pair,8,,-+|-+|-+|-+/,aa,39
pma99-w0480,pers00306,iamb,tetrameter|trimeter,quatrain,intermittent,8.6.8.6,occasional,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,40
glb19-w0560,pers00352,iamb,pentameter,,,10,occasional,-+|-+|-+|-+|-+/,,28
o4103-w0360,pers00254,iamb,pentameter,,,,blankverse|masque,irregular,,152
bjl92-w0380,pers00338,anapaest,trimeter,quatrain,cross,8.8.8.8,tale,-+|--+|--+/ -+|--+|--+/ -+|--+|--+/ -+|--+|--+/,abab,40
bjb18-w0230,pers00287,iamb,tetrameter|pentameter,couplet,pair,,occasional|eulogy,irregular,aa,74
oar96-w0080,pers00265,iamb,pentameter,sestarima|sestet,,10.10.10.10.10.10,paraphrase,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,ababcc,18
o5155-w0850,pers00142,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ballad|chevy-chase,-+|-+|-+|-+/          -+|-+|-+/         -+|-+|-+|-+/          -+|-+|-+/,abab,72
o3900-w0750,pers00309,iamb,tetrameter,sestet|sestarima,,8.8.8.8.8.8,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,ababcc,36
bsb18-w0590,pers00280,iamb,tetrameter,quatrain,intermittent,8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/  -+|-+|-+|-+/,xaxa,28
o4106-w0140,pers00294,iamb,tetrameter,couplet,pair,8,satire,+|-+|-+|-+/,aa,100
o4987-w0320,pers00179,iamb,tetrameter|pentameter|hexameter,,,,ode,irregular,irregular,116
oat77-w0120,pers00344,iamb,tetrameter,couplet,pair,,,irregular,aa,41
oar96-w0410,pers00265,iamb,pentameter,quatrain,cross,10.10.10.10,paraphrase,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,12
o5454-w0170,pers00292,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,24
sap09-w0040,pers00302,iamb,pentameter,couplet,pair,10,heroiccouplet|pastoral,-+|-+|-+|-+|-+/,aa,122
pba35-w0060,pers00087,iamb,tetrameter,couplet,pair,8,,-+|-+|-+|-+/,aa,56
bah18-w0530,pers00281,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,16
bsb18-w0100,pers00280,iamb,tetrameter,couplet,pair,8,allegory,-+|-+|-+|-+/,aa,44
tgaen-wstbe,pers00039,iamb,pentameter,quatrain,cross,10.10.10.10,,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,28
cbu86-w0430,pers00307,iamb,tetrameter|trimeter,quatrain,intermittent,8.6.8.6,epitaph,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,4
o5157-w0030,pers00047,,trimeter|tetrameter|pentameter|hexameter,,,,ode,,,90
pro75-w0200,pers00271,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,36
o3794-w0290,pers00269,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,translation|imitation|paraphrase,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,36
clc03-w0230,pers00349,iamb,pentameter|tetrameter,,,,,irregular,irregular,61
o4672-w0130,pers00292,anapaest,tetrameter,quatrain,cross,12.12.12.12,hymn,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/,abab,36
pse03-w0510,pers00272,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,43
peh89-w0190,pers00324,iamb,pentameter,couplet,pair,10,heroiccouplet|epistle,-+|-+|-+|-+|-+/,aa,20
o5152-w0210,pers00101,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,40
bhw18-w0180,pers00276,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefefgg,14
pmp18-w0490,pers00314,iamb,tetrameter,couplet,pair,8,answer,-+|-+|-+|-+/,aa,36
pse03-w0180,pers00272,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,8
o4198-w0170,pers00288,iamb,pentameter,,,10,imitation|translation|paraphrase,-+|-+|-+|-+|-+/,irregular,32
o5155-w0430,pers00090,iamb,pentameter,couplet,pair,10,heroiccouplet|occasional,-+|-+|-+|-+|-+/,aa,20
ojg27-w0220,pers00303,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,54
bhw18-w0510,pers00276,iamb,tetrameter,couplet,pair,8,occasional,-+|-+|-+|-+/,aa,116
pjo50-w0200,pers00273,iamb,tetrameter,couplet,pair,8,occasional,-+|-+|-+|-+/,aa,19
pba35-w0890,pers00087,iamb,pentameter,couplet,pair,10,heroiccouplet|admonition,-+|-+|-+|-+|-+/,aa,12
glb19-w0900,pers00352,iamb,pentameter,couplet,pair,10,occasional,-+|-+|-+|-+|-+/,aa,58
pcc86-w0210,pers00323,iamb,tetrameter|trimeter,quatrain,intermittent,8.6.8.6,ballad,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,40
o4984-w0020,pers00221,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefefgg,252
oau90-w0390,pers00350,iamb,,octet,cross,8.7.8.7.8.7.8.7,song,-+|-+|-+|-+/ -+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-/,ababcccb,24
prc90-w0340,pers00328,iamb,tetrameter|trimeter,quatrain,intermittent,8.6.8.6,narrative,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,24
tgaen-wlog3,pers00039,iamb,dimeter|trimeter,sestet,tail,4.4.6.4.4.6,songtodavidstanza,-+|-+/ -+|-+/ -+|-+|-+/ -+|-+/ -+|-+/ -+|-+|-+/,aabccb,6
o4784-w0440,pers00268,iamb,tetrameter,couplet,pair,8,address,-+|-+|-+|-+/,aa,39
o5125-w0350,pers00154,iamb,tetrameter,couplet,pair,8,narrative,-+|-+|-+|-+/,aa,90
pdi12-w0060,pers00266,iamb,pentameter,couplet,pair,10,heroiccouplet|dialogue|pastoral|eclogue,-+|-+|-+|-+|-+/,aa,81
o5089-w0550,pers00029,iamb,pentameter,sestet,pair,10.10.10.10.10.10,epitaph,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,aabbcc,6
o4986-w0420,pers00195,iamb,pentameter,quatrain,cross,10.10.10.10,elegy,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,56
o5157-w0650,pers00078,iamb,pentameter,couplet,pair,10,heroiccouplet|compliment,-+|-+|-+|-+|-+/,aa,51
pmp18-w0660,pers00314,iamb,tetrameter,quatrain,cross,8.8.8.8,epigram,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,4
pse03-w0370,pers00272,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,51
par19-w0150,pers00351,iamb,tetrameter,quatrain,cross,8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,8
pyl90-w0060,pers00322,anapaest,tetrameter,sestet,pair,12.12.12.12.12.12,riddle,(-)-+|--+|--+|--+/ (-)-+|--+|--+|--+/ (-)-+|--+|--+|--+/ (-)-+|--+|--+|--+/ (-)-+|--+|--+|--+/ (-)-+|--+|--+|--+/,aabbcc,6
o3695-w0010,pers00012,iamb,pentameter,couplet,pair,10,heroiccouplet|mockheroic,-+|-+|-+|-+|-+/,aa,766
o4987-w0920,pers00254,iamb,pentameter,,,10,blankverse|essay,-+|-+|-+|-+|-+/,,187
tgaen-wtrow,pers00039,trochee,tetrameter,couplet,pair,7,ode|ossian|fragment,+-|+-|+-|+/,aa,36
pmp18-w1110,pers00314,iamb,pentameter,couplet,pair,10,narrative,-+|-+|-+|-+|-+/,aa,2652
o3794-w0060,pers00269,iamb,pentameter,couplet,pair,10,heroiccouplet|essay,-+|-+|-+|-+|-+/,aa,636
o5155-w0250,pers00045,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,hymn,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/,aabccb,168
