Rhyme word,End freq,Full freq,Body freq,%DIFF,Rhyme frequency ratio
send,80,240,160,231.811,0.333333
beside,80,206,126,321.347,0.38835
clime,80,185,105,405.617,0.432432
expire,80,99,19,2694.199,0.808081
fraught,80,135,55,865.269,0.592593
nine,80,160,80,563.622,0.5
reveal,79,97,18,2812.564,0.814433
believe,79,285,206,154.496,0.277193
rod,79,108,29,1707.799,0.731481
rear,79,142,63,732.161,0.556338
trod,79,141,62,745.583,0.560284
repeat,79,139,60,773.769,0.568345
sake,79,150,71,638.397,0.526667
fine,79,327,248,111.396,0.24159
supplied,79,111,32,1538.317,0.711712
she,79,6664,6585,-92.039,0.011855
unite,79,124,45,1065.026,0.637097
obeyed,78,103,25,1970.501,0.757282
afar,78,120,42,1132.441,0.65
bare,78,149,71,629.05,0.52349
proud,78,731,653,-20.731,0.106703
mean,78,426,348,48.743,0.183099
sire,78,238,160,223.516,0.327731
seek,78,557,479,8.064,0.140036
noise,78,199,121,327.79,0.39196
wine,78,179,101,412.5,0.435754
confess,78,176,98,428.189,0.443182
zeal,77,296,219,133.328,0.260135
chase,77,220,143,257.335,0.35
lot,77,228,151,238.403,0.337719
went,77,312,235,117.442,0.246795
begin,77,199,122,318.844,0.386935
reward,76,214,138,265.473,0.35514
draws,76,213,137,268.141,0.356808
combine,76,86,10,4943.529,0.883721
jove,76,276,200,152.176,0.275362
reclined,76,119,43,1072.914,0.638655
glass,76,187,111,354.372,0.406417
strand,76,83,7,7105.041,0.915663
adored,75,121,46,981.993,0.619835
turn,75,566,491,1.368,0.132509
this,75,5913,5838,-91.475,0.012684
knee,75,111,36,1282.546,0.675676
pour,75,255,180,176.509,0.294118
replies,75,109,34,1363.873,0.688073
lives,75,355,280,77.756,0.211268
bowl,74,123,49,902.205,0.601626
steep,74,180,106,363.283,0.411111
distressed,74,106,32,1434.626,0.698113
vest,74,107,33,1388.123,0.691589
wore,74,132,58,746.69,0.560606
graced,74,170,96,411.542,0.435294
fools,74,296,222,121.207,0.25
happiness,74,381,307,59.961,0.194226
sat,74,287,213,130.554,0.25784
restrain,74,110,36,1264.112,0.672727
have,73,3149,3076,-84.251,0.023182
beneath,73,1207,1134,-57.28,0.060481
smiled,73,213,140,246.032,0.342723
afraid,73,121,48,909.259,0.603306
spite,73,266,193,151.007,0.274436
shines,73,297,224,116.27,0.245791
admired,73,143,70,592.063,0.51049
rome,73,191,118,310.546,0.382199
hurled,72,102,30,1492.693,0.705882
gales,72,182,110,334.371,0.395604
produce,72,131,59,709.844,0.549618
bays,72,107,35,1265.166,0.672897
pretence,72,89,17,2710.635,0.808989
back,72,538,466,2.534,0.133829
decline,72,99,27,1669.659,0.727273
nest,72,104,32,1393.15,0.692308
dome,72,160,88,442.964,0.45
bred,71,140,69,582.858,0.507143
grain,71,106,35,1246.205,0.669811
views,71,350,279,68.879,0.202857
spray,71,87,16,2844.824,0.816092
tries,71,116,45,947.048,0.612069
fields,71,429,358,31.612,0.165501
sees,71,428,357,31.981,0.165888
require,71,94,23,1948.573,0.755319
oppose,71,93,22,2041.69,0.763441
decreed,71,94,23,1948.573,0.755319
woods,71,427,356,32.352,0.166276
gore,70,95,25,1758.142,0.736842
displays,70,119,49,848.032,0.588235
invite,70,130,60,674.226,0.538462
need,70,287,217,114.072,0.243902
loud,70,538,468,-0.74,0.130112
pursued,70,150,80,480.669,0.466667
spell,70,113,43,980.315,0.619469
snare,70,86,16,2803.347,0.813953
retired,69,146,77,494.674,0.472603
red,69,267,198,131.262,0.258427
hail,69,512,443,3.363,0.134766
heir,69,129,60,663.166,0.534884
warms,69,126,57,703.332,0.547619
tossed,69,115,46,895.433,0.6
choose,69,223,154,197.337,0.309417
thorn,69,108,39,1074.101,0.638889
us,69,1320,1251,-63.397,0.052273
cave,69,165,96,376.978,0.418182
grieve,69,144,75,510.532,0.479167
change,68,446,378,19.382,0.152466
veins,68,133,65,594.251,0.511278
school,68,138,70,544.662,0.492754
forbear,68,145,77,486.056,0.468966
spent,68,153,85,430.898,0.444444
those,68,2518,2450,-81.581,0.027006
twine,68,94,26,1635.627,0.723404
ride,68,116,48,840.132,0.586207
rude,68,407,339,33.116,0.167076
tied,68,97,29,1456.08,0.701031
crimes,67,235,168,164.659,0.285106
meads,67,138,71,526.235,0.485507
disease,67,153,86,417.008,0.437908
surveyed,67,91,24,1752.612,0.736264
where,67,5179,5112,-91.302,0.012937
stroke,67,164,97,358.378,0.408537
retain,67,94,27,1546.766,0.712766
floods,67,182,115,286.632,0.368132
arose,66,133,67,553.717,0.496241
sit,66,265,199,120.096,0.249057
load,66,181,115,280.861,0.364641
compare,66,82,16,2637.442,0.804878
writ,66,111,45,873.313,0.594595
eat,66,170,104,321.145,0.388235
yet,66,4283,4217,-89.614,0.01541
reach,66,322,256,71.09,0.204969
bestowed,66,120,54,711.094,0.55
date,66,101,35,1151.402,0.653465
possess,66,121,55,696.347,0.545455
addressed,65,154,89,384.668,0.422078
arm,65,374,309,39.597,0.173797
sprung,65,154,89,384.668,0.422078
renowned,65,114,49,780.315,0.570175
offence,65,103,38,1035.143,0.631068
repine,65,82,17,2437.379,0.792683
alive,65,112,47,817.775,0.580357
dawn,65,182,117,268.679,0.357143
book,65,263,198,117.856,0.247148
intent,64,135,71,498.195,0.474074
soar,64,120,56,658.425,0.533333
sweep,64,148,84,405.617,0.432432
abound,64,68,4,10517.956,0.941176
unkind,64,90,26,1533.532,0.711111
allow,64,105,41,935.898,0.609524
pursues,64,142,78,444.511,0.450704
shell,63,115,52,704.004,0.547826
base,63,270,207,101.972,0.233333
lend,63,176,113,269.984,0.357955
hills,63,411,348,20.139,0.153285
gleam,63,128,65,543.203,0.492188
perfume,63,85,22,1800.373,0.741176
fast,63,292,229,82.569,0.215753
sure,63,862,799,-47.674,0.073086
strings,63,120,57,633.477,0.525
allied,63,91,28,1393.15,0.692308
wears,63,148,85,391.861,0.425676
strung,63,72,9,4545.356,0.875
gained,63,173,110,280.075,0.364162
debate,63,75,12,3384.017,0.84
hope,63,1212,1149,-63.613,0.05198
knight,63,248,185,125.99,0.254032
glare,62,109,47,775.417,0.568807
falls,62,189,127,223.973,0.328042
deceive,62,100,38,982.752,0.62
vows,62,310,248,65.906,0.2
not,62,7095,7033,-94.15,0.008739
mirth,62,275,213,93.167,0.225455
throat,62,91,29,1318.779,0.681319
towers,62,167,105,291.853,0.371257
glance,62,206,144,185.726,0.300971
sold,62,89,27,1423.873,0.696629
yields,62,177,115,257.779,0.350282
assigned,62,78,16,2471.536,0.794872
plays,62,158,96,328.589,0.392405
showers,61,152,91,344.846,0.401316
size,61,92,31,1205.837,0.663043
rill,61,86,25,1519.238,0.709302
defy,61,83,22,1740.043,0.73494
ascend,61,122,61,563.622,0.5
subdue,61,90,29,1295.895,0.677778
caught,61,210,149,171.684,0.290476
swear,60,154,94,323.589,0.38961
guard,60,381,321,24.042,0.15748
drowned,60,95,35,1037.638,0.631579
kiss,60,179,119,234.599,0.335196
tides,60,108,48,729.528,0.555556
rolled,60,165,105,279.213,0.363636
demand,60,112,52,665.718,0.535714
france,60,161,101,294.231,0.372671
abroad,60,166,106,275.635,0.361446
small,60,356,296,34.518,0.168539
cloud,60,223,163,144.278,0.269058
sand,60,85,25,1492.693,0.705882
leads,60,246,186,114.072,0.243902
worse,60,149,89,347.386,0.402685
hears,60,255,195,104.191,0.235294
concealed,60,130,70,468.819,0.461538
seize,59,202,143,173.802,0.292079
about,59,319,260,50.591,0.184953
bell,59,116,57,586.907,0.508621
explain,59,86,27,1350.137,0.686047
viewed,59,213,154,154.245,0.276995
impressed,59,82,23,1602.335,0.719512
estate,59,83,24,1531.405,0.710843
kill,59,94,35,1018.677,0.62766
soon,59,1233,1174,-66.649,0.047851
rare,58,115,57,575.265,0.504348
steer,58,82,24,1503.754,0.707317
dale,58,84,26,1380.388,0.690476
dare,58,363,305,26.197,0.15978
denies,58,77,19,1925.794,0.753247
descends,58,131,73,427.262,0.442748
dews,58,162,104,270.097,0.358025
moon,58,275,217,77.374,0.210909
heads,58,227,169,127.752,0.255507
gains,58,120,62,520.808,0.483333
style,58,120,62,520.808,0.483333
range,57,156,99,282.086,0.365385
tower,57,103,46,722.315,0.553398
enjoy,57,194,137,176.106,0.293814
implore,57,82,25,1413.059,0.695122
passed,57,268,211,79.272,0.212687
resort,57,70,13,2809.728,0.814286
maze,57,102,45,740.588,0.558824
doubt,57,271,214,76.759,0.210332
sting,57,107,50,656.529,0.53271
rung,57,73,16,2264.154,0.780822
conceal,57,94,37,922.337,0.606383
fold,57,103,46,722.315,0.553398
bier,56,71,15,2377.523,0.788732
horn,56,101,45,725.841,0.554455
forget,56,265,209,77.813,0.211321
withdrew,56,69,13,2758.68,0.811594
create,56,78,22,1589.22,0.717949
thrown,55,101,46,693.461,0.544554
mild,55,340,285,28.067,0.161765
wand,55,81,26,1303.816,0.679012
were,55,2396,2341,-84.409,0.022955
beau,55,98,43,748.819,0.561224
feels,55,304,249,46.583,0.180921
sails,55,154,99,268.679,0.357143
restored,54,89,35,923.874,0.606742
throws,54,123,69,419.357,0.439024
parts,54,265,211,69.837,0.203774
raised,54,385,331,8.265,0.14026
strays,54,68,14,2459.686,0.794118
cheat,54,129,75,377.808,0.418605
improve,54,124,70,411.937,0.435484
gives,54,533,479,-25.187,0.101313
pleasure,54,960,906,-60.446,0.05625
turns,54,352,298,20.254,0.153409
mould,54,104,50,616.712,0.519231
suppressed,54,70,16,2139.725,0.771429
took,54,354,300,19.452,0.152542
nation,54,207,153,134.22,0.26087
fault,54,149,95,277.217,0.362416
calls,53,353,300,17.24,0.150142
harm,53,88,35,904.914,0.602273
rock,53,251,198,77.636,0.211155
start,53,142,89,295.191,0.373239
snows,53,98,45,681.6,0.540816
nose,53,96,43,717.953,0.552083
fare,53,81,28,1156.142,0.654321
cost,53,101,48,632.75,0.524752
pile,53,137,84,318.714,0.386861
floor,53,79,26,1252.768,0.670886
wars,53,133,80,339.65,0.398496
proceed,53,112,59,496.135,0.473214
affright,53,68,15,2244.799,0.779412
shores,52,163,111,210.886,0.319018
yore,52,68,16,2056.772,0.764706
forgive,52,169,117,194.943,0.307692
feared,52,142,90,283.426,0.366197
wealth,52,576,524,-34.144,0.090278
health,52,465,413,-16.445,0.111828
game,52,108,56,516.221,0.481481
want,52,542,490,-29.575,0.095941
steed,52,113,61,465.711,0.460177
stare,52,71,19,1716.229,0.732394
why,52,1340,1288,-73.208,0.038806
host,52,136,84,310.814,0.382353
spain,52,80,28,1132.441,0.65
much,52,1166,1114,-69.023,0.044597
degrees,52,116,64,439.193,0.448276
toils,52,251,199,73.409,0.207171
beware,51,97,46,635.755,0.525773
bough,51,80,29,1067.06,0.6375
domain,51,61,10,3284.473,0.836066
threw,51,106,55,515.359,0.481132
throw,51,129,78,333.907,0.395349
preside,51,64,13,2503.441,0.796875
surround,51,81,30,1028.158,0.62963
spy,51,73,22,1438.397,0.69863
unseen,51,194,143,136.676,0.262887
press,51,169,118,186.82,0.301775
noon,51,139,88,284.599,0.366906
wheel,51,94,43,687.087,0.542553
offend,51,85,34,895.433,0.6
tone,51,74,23,1371.51,0.689189
hard,50,403,353,-6.003,0.124069
commend,50,59,9,3586.79,0.847458
dwells,50,139,89,272.821,0.359712
repay,50,63,13,2452.393,0.793651
refine,50,66,16,1973.82,0.757576
deceit,50,82,32,936.91,0.609756
lose,50,241,191,73.723,0.207469
breed,50,76,26,1176.197,0.657895
brood,50,87,37,796.787,0.574713
bends,50,134,84,295.013,0.373134
career,50,65,15,2112.074,0.769231
gods,50,442,392,-15.354,0.113122
scan,49,61,12,2609.791,0.803279
compose,49,83,34,856.397,0.590361
priest,49,185,136,139.099,0.264865
crossed,49,87,38,755.723,0.563218
moved,49,143,94,245.931,0.342657
bent,49,208,159,104.513,0.235577
abide,49,54,5,6403.498,0.907407
withstand,49,54,5,6403.498,0.907407
chose,49,109,60,441.958,0.449541
success,49,132,83,291.777,0.371212
tend,49,83,34,856.397,0.590361
thou,49,4252,4203,-92.263,0.011524
dismay,49,64,15,2067.833,0.765625
spoil,48,107,59,439.896,0.448598
pure,48,479,431,-26.093,0.100209
assuage,48,64,16,1890.867,0.75
unconfined,48,62,14,2175.276,0.774194
grass,48,112,64,397.717,0.428571
reed,48,81,33,865.269,0.592593
breathe,48,250,202,57.692,0.192
source,48,226,178,78.954,0.212389
two,48,553,505,-36.923,0.086799
brows,48,118,70,355.055,0.40678
swayed,48,67,19,1576.519,0.716418
crest,48,79,31,927.544,0.607595
roves,48,66,18,1669.659,0.727273
delights,48,206,158,101.607,0.23301
approved,48,87,39,716.766,0.551724
veil,48,199,151,110.953,0.241206
retires,48,77,29,998.409,0.623377
regard,48,112,64,397.717,0.428571
prolong,48,77,29,998.409,0.623377
submit,48,105,57,458.84,0.457143
returns,48,138,90,253.932,0.347826
revealed,47,89,42,642.625,0.52809
wield,47,69,22,1317.738,0.681159
molest,47,53,6,5098.374,0.886792
astray,47,53,6,5098.374,0.886792
dark,47,779,732,-57.39,0.060334
descry,47,52,5,6138.049,0.903846
prayers,47,162,115,171.22,0.290123
depend,47,65,18,1632.791,0.723077
leaves,47,444,397,-21.435,0.105856
fright,47,92,45,593.117,0.51087
beguiled,47,50,3,10296.748,0.94
abuse,47,84,37,742.98,0.559524
set,47,463,416,-25.023,0.101512
vales,47,192,145,115.105,0.244792
cursed,47,287,240,29.959,0.163763
fought,47,110,63,395.083,0.427273
steal,47,173,126,147.542,0.271676
pine,47,108,61,411.315,0.435185
believed,47,91,44,608.869,0.516484
destroys,47,63,16,1849.39,0.746032
creep,47,80,33,845.159,0.5875
excess,47,108,61,411.315,0.435185
rein,47,58,11,2735.477,0.810345
learn,46,396,350,-12.781,0.116162
dove,46,84,38,703.332,0.547619
surveys,46,75,29,952.642,0.613333
left,46,718,672,-54.573,0.064067
heal,46,113,67,355.621,0.40708
sheep,46,123,77,296.45,0.373984
bay,46,60,14,2080.473,0.766667
clean,46,93,47,549.503,0.494624
horse,46,108,62,392.365,0.425926
tie,46,81,35,772.189,0.567901
revere,46,77,31,884.73,0.597403
applied,46,63,17,1695.684,0.730159
spreads,45,269,224,33.317,0.167286
reared,45,114,69,332.797,0.394737
walk,45,215,170,75.665,0.209302
reside,45,50,5,5872.6,0.9
airs,45,165,120,148.858,0.272727
gown,45,78,33,804.939,0.576923
stayed,45,92,47,535.383,0.48913
greet,45,93,48,522.146,0.483871
rears,45,103,58,414.879,0.436893
think,45,1188,1143,-73.873,0.037879
prose,45,91,46,549.196,0.494505
schools,45,76,31,863.323,0.592105
corn,45,112,67,345.716,0.401786
curse,45,236,191,56.351,0.190678
beast,45,116,71,320.606,0.387931
elate,45,74,29,929.759,0.608108
sacrifice,45,122,77,287.831,0.368852
flowed,45,100,55,442.964,0.45
confine,45,70,25,1094.52,0.642857
brains,45,72,27,1006.037,0.625
meant,44,148,104,180.763,0.297297
withstood,44,45,1,29099.379,0.977778
defence,44,74,30,873.313,0.594595
vine,44,84,40,629.984,0.52381
quite,44,293,249,17.267,0.150171
treat,44,97,53,450.932,0.453608
stole,44,130,86,239.528,0.338462
demands,44,117,73,299.991,0.376068
forego,44,65,21,1290.447,0.676923
alarm,44,73,29,906.875,0.60274
rhime,44,62,18,1522.188,0.709677
eve,44,207,163,79.137,0.21256
aloud,44,120,76,284.202,0.366667
deride,44,59,15,1846.625,0.745763
task,44,276,232,25.859,0.15942
flee,43,54,11,2494.16,0.796296
crave,43,55,12,2277.98,0.781818
choir,43,69,26,997.529,0.623188
west,43,114,71,301.912,0.377193
pretend,43,84,41,595.994,0.511905
chance,43,252,209,36.535,0.170635
contain,43,53,10,2753.576,0.811321
mate,43,84,41,595.994,0.511905
misery,43,164,121,135.833,0.262195
must,43,2320,2277,-87.468,0.018534
no,43,7940,7897,-96.387,0.005416
paint,43,276,233,22.471,0.155797
mend,43,104,61,367.799,0.413462
large,42,229,187,49.049,0.183406
rills,42,77,35,696.347,0.545455
moves,42,182,140,99.087,0.230769
peer,42,71,29,861.108,0.591549
together,42,187,145,92.222,0.224599
incline,42,59,17,1539.537,0.711864
such,42,2635,2593,-89.251,0.015939
fulfil,42,50,8,3384.017,0.84
felt,42,414,372,-25.075,0.101449
extends,42,100,58,380.554,0.42
least,42,321,279,-0.1,0.130841
through,42,3168,3126,-91.084,0.013258
address,42,111,69,303.944,0.378378
tea,42,65,23,1111.832,0.646154
charge,41,203,162,67.954,0.20197
nod,41,82,41,563.622,0.5
bled,41,62,21,1195.643,0.66129
cloy,41,44,3,8969.504,0.931818
dry,41,129,88,209.188,0.317829
we,41,4465,4424,-93.85,0.009183
sands,41,125,84,223.911,0.328
oak,41,125,84,223.911,0.328
first,41,1627,1586,-82.845,0.0252
enough,41,268,227,19.861,0.152985
today,41,63,22,1136.751,0.650794
met,41,243,202,34.696,0.168724
lust,41,144,103,164.16,0.284722
mood,41,60,19,1332.027,0.683333
bowed,41,140,99,174.833,0.292857
ties,41,122,81,235.908,0.336066
speech,41,151,110,147.35,0.271523
lines,41,288,247,10.156,0.142361
hence,41,585,544,-49.984,0.070085
abodes,41,52,11,2373.501,0.788462
climb,40,109,69,284.709,0.366972
blend,40,64,24,1006.037,0.625
apply,40,53,13,1941.915,0.754717
contend,40,63,23,1054.126,0.634921
anew,40,67,27,883.144,0.597015
souls,40,396,356,-25.436,0.10101
awake,40,146,106,150.423,0.273973
glee,40,56,16,1559.056,0.714286
mourns,40,114,74,258.715,0.350877
neck,40,180,140,89.606,0.222222
subdued,40,88,48,453.019,0.454545
employed,40,108,68,290.366,0.37037
freed,40,93,53,400.847,0.430108
guides,40,132,92,188.531,0.30303
expand,40,60,20,1227.244,0.666667
requires,39,70,31,734.88,0.557143
bounds,39,167,128,102.197,0.233533
smoke,39,136,97,166.817,0.286765
vie,39,60,21,1132.441,0.65
conspire,39,58,19,1262.172,0.672414
spot,39,211,172,50.472,0.184834
spied,39,50,11,2252.842,0.78
forsake,39,116,77,236.12,0.336207
scale,39,83,44,488.211,0.46988
deeds,39,254,215,20.378,0.153543
glowed,39,85,46,462.636,0.458824
harmony,39,176,137,88.914,0.221591
spheres,39,71,32,708.79,0.549296
frost,39,86,47,450.665,0.453488
hit,39,57,18,1337.848,0.684211
swore,39,82,43,501.89,0.47561
cells,39,82,43,501.89,0.47561
mourned,39,117,78,231.811,0.333333
meat,38,62,24,950.735,0.612903
gazed,38,152,114,121.207,0.25
pours,38,173,135,86.797,0.219653
excuse,38,97,59,327.418,0.391753
esteem,38,96,58,334.787,0.395833
lake,38,120,82,207.532,0.316667
strive,38,208,170,48.339,0.182692
profane,38,87,49,414.646,0.436782
ire,38,47,9,2701.961,0.808511
drear,38,79,41,515.065,0.481013
root,38,86,48,425.368,0.44186
receives,38,104,66,282.086,0.365385
house,38,314,276,-8.632,0.121019
flock,38,149,111,127.186,0.255034
fruit,38,161,123,105.022,0.236025
flames,38,254,216,16.748,0.149606
driven,38,74,36,600.49,0.513514
stored,38,56,18,1300.98,0.678571
pays,38,77,39,546.606,0.493506
stores,38,128,90,180.196,0.296875
sweets,38,270,232,8.697,0.140741
ever,38,2565,2527,-90.021,0.014815
how,38,3578,3540,-92.876,0.01062
neglect,38,113,75,236.235,0.336283
oar,37,54,17,1344.354,0.685185
talk,37,216,179,37.173,0.171296
wreathe,37,188,151,62.609,0.196809
minds,37,192,155,58.413,0.192708
bought,37,107,70,250.772,0.345794
assail,37,51,14,1653.859,0.72549
bar,37,105,68,261.089,0.352381
persuade,37,57,20,1127.701,0.649123
filled,37,287,250,-1.784,0.12892
saint,37,141,104,136.096,0.262411
brook,37,95,58,323.345,0.389474
touch,37,314,277,-11.357,0.117834
that,37,15247,15210,-98.386,0.002427
preferred,37,57,20,1127.701,0.649123
enjoyed,37,85,48,411.542,0.435294
street,37,69,32,667.313,0.536232
scenes,36,683,647,-63.075,0.052709
devour,36,53,17,1305.318,0.679245
